number,p04477_f001,p04477_f002,p04477_f003,p04477_f004,p04477_f005,p04477_f006,p04477_f007,p04477_f008,p04477_f009,p04477_f010,p04477_f011,p04477_f012,p04477_f013,p04477_f014,p04477_f015,p04477_f016,p04477_f017,p04477_f018,p04477_f019,p04477_f020,p04477_f021,p04477_f022,p04477_f023,
185,9660.HK,地平线机器人-W,2024/10/23,28115,27095,1020,0,313041.00000000000000000000,10365.00000000000000000000,302676.0000000000000000,0,28115.0000000000000000000000000000000000000000,27095.0000000000000000000000000000000000000000,1020,0,11295,319,10976,0,33.8300000000000000,100.0000000000000000,资讯科技业,非日常生活消费品,
186,2460.HK,华润饮料,2024/10/22,61885,56146,5739,0,605667.00000000000000000000,5515.00000000000000000000,600152.0000000000000000,0,51046.9534000000000000000000000000000000000000,45307.9534000000000000000000000000000000000000,5739,0,4111,213,3898,0,234.4900000000000000,30.0000000000000000,必需性消费,日常消费品,
187,2567.HK,七牛智能,2024/10/15,15747,15719,28,0,34102.00000000000000000000,6115.00000000000000000000,27987.0000000000000000,0,14402.0000000000000000000000000000000000000000,14374.0000000000000000000000000000000000000000,28,0,7449,143,7306,0,19.8700000000000000,80.0000000000000000,资讯科技业,信息技术,
188,9639.HK,荣利营造,2024/10/08,14898,14821,77,0,16955.00000000000000000000,5455.00000000000000000000,11500.0000000000000000,0,7912.0202000000000000000000000000000000000000,7835.0202000000000000000000000000000000000000,77,0,1117,70,1047,0,120.6000000000000000,25.0000000000000000,地产建筑业,工业,
189,2576.HK,太美医疗科技,2024/10/07,25455,25269,186,0,41619.00000000000000000000,9265.00000000000000000000,32354.0000000000000000,0,7800.2975000000000000000000000000000000000000,7614.2975000000000000000000000000000000000000,186,0,2501,233,2268,0,156.3300000000000000,2.6900000000000000,资讯科技业,信息技术,
190,2549.HK,卡罗特,2024/09/30,56802,50883,5919,0,53241.00000000000000000000,8455.00000000000000000000,44786.0000000000000000,0,34849.1495000000000000000000000000000000000000,28930.1495000000000000000000000000000000000000,5919,0,160,65,95,0,1347.2700000000000000,15.0000000000000000,非必需性消费,非日常生活消费品,
191,0300.HK,美的集团,2024/09/16,13717,13539,178,0,423029.00000000000000000000,4995.00000000000000000000,418034.0000000000000000,0,13717.0000000000000000000000000000000000000000,13539.0000000000000000000000000000000000000000,178,0,58391,1513,56878,0,5.3100000000000000,100.0000000000000000,非必需性消费,非日常生活消费品,
192,8629.HK,集信国控,2024/09/05,2480,2476,4,0,5173.00000000000000000000,4155.00000000000000000000,1018.0000000000000000,0,844.1302000000000000000000000000000000000000,840.1302000000000000000000000000000000000000,4,0,332,78,254,0,14.3300000000000000,10.0600000000000000,地产建筑业,工业,
193,2410.HK,同源康医药-B,2024/08/19,974,970,4,0,13015.00000000000000000000,3015.00000000000000000000,10000.0000000000000000,0,648.9756000000000000000000000000000000000000,644.9756000000000000000000000000000000000000,4,0,5958,1170,4788,0,2.2900000000000000,47.8800000000000000,医疗保健业,医疗保健,
194,2533.HK,黑芝麻智能,2024/08/07,3296,3295,1,0,8115.00000000000000000000,6115.00000000000000000000,2000.0000000000000000,0,3296.0000000000000000000000000000000000000000,3295.0000000000000000000000000000000000000000,1,0,3419,1419,2000,0,2.5200000000000000,100.0000000000000000,资讯科技业,信息技术,
195,1471.HK,众淼控股,2024/08/05,4677,4677,0,0,7410.00000000000000000000,7410.00000000000000000000,0,0,4677,4677,0,0,1634,1634,0,0,16.0700000000000000,50.0000000000000000,金融业,金融,
196,2531.HK,广联科技控股,2024/07/12,2613,2611,2,0,6215.00000000000000000000,4215.00000000000000000000,2000.0000000000000000,0,2613.0000000000000000000000000000000000000000,2611.0000000000000000000000000000000000000000,2,0,2895,895,2000,0,2.4900000000000000,100.0000000000000000,资讯科技业,信息技术,
197,2507.HK,西锐,2024/07/11,4795,4789,6,0,24169.00000000000000000000,6169.00000000000000000000,18000.0000000000000000,0,4795,4789,6,0,20646,2646,18000,0,1.5600000000000000,100.0000000000000000,工业,工业,
198,1334.HK,瑞昌国际控股,2024/07/09,5537,5531,6,0,14646.00000000000000000000,10646.00000000000000000000,4000.0000000000000000,0,2317.1105000000000000000000000000000000000000,2311.1105000000000000000000000000000000000000,6,0,1292,153,1139,0,19.2400000000000000,20.0100000000000000,能源业,能源,
199,2495.HK,声通科技,2024/07/09,2734,2723,11,0,21929.00000000000000000000,5515.00000000000000000000,16414.0000000000000000,0,1692.9298000000000000000000000000000000000000,1681.9298000000000000000000000000000000000000,11,0,5996,1663,4333,0,3.5100000000000000,34.8600000000000000,资讯科技业,信息技术,
200,9680.HK,如祺出行,2024/07/09,1467,1465,2,0,4715.00000000000000000000,2715.00000000000000000000,2000.0000000000000000,0,1467.0000000000000000000000000000000000000000,1465.0000000000000000000000000000000000000000,2,0,4715,2715,2000,0,0.60000000000000000000,100.0000000000000000,非必需性消费,信息技术,
201,6086.HK,方舟健客,2024/07/08,4371,4368,3,0,10821.00000000000000000000,7041.00000000000000000000,3780.0000000000000000,0,4371,4368,3,0,4327,1868,2459,0,16.6300000000000000,40.0400000000000000,医疗保健业,日常消费品,
202,6657.HK,百望股份,2024/07/08,3809,3804,5,0,9215.00000000000000000000,5215.00000000000000000000,4000.0000000000000000,0,2337.9747000000000000000000000000000000000000,2332.9747000000000000000000000000000000000000,5,0,2445,268,2177,0,6.5800000000000000,40.0100000000000000,资讯科技业,信息技术,
203,1354.HK,经发物业,2024/07/02,7071,6991,80,0,26586.00000000000000000000,18530.00000000000000000000,8056.0000000000000000,0,7071,6991,80,0,405,296,109,0,118.8700000000000000,3.7900000000000000,地产建筑业,房地产,
204,2545.HK,中赣通信,2024/07/02,14245,14115,130,0,33565.00000000000000000000,15265.00000000000000000000,18300.0000000000000000,0,12664.8269000000000000000000000000000000000000,12534.8269000000000000000000000000000000000000,130,0,1053,57,996,0,195.9900000000000000,70.0100000000000000,电讯业,通讯业务,
205,8637.HK,元续科技,2024/06/28,30583,29235,1348,0,37030.00000000000000000000,25130.00000000000000000000,11900.0000000000000000,0,30583,29235,1348,0,88,70,18,0,2480.6100000000000000,3.0100000000000000,资讯科技业,信息技术,
206,2479.HK,天聚地合,2024/06/27,36119,34064,2055,0,24073.00000000000000000000,5455.00000000000000000000,18618.0000000000000000,0,9427.3006000000000000000000000000000000000000,7372.3006000000000000000000000000000000000000,2055,0,71,36,35,0,602.8700000000000000,1.2800000000000000,资讯科技业,信息技术,
207,2559.HK,嘀嗒出行,2024/06/27,19815,19628,187,0,24964.00000000000000000000,6855.00000000000000000000,18109.0000000000000000,0,7924.2780000000000000000000000000000000000000,7737.2780000000000000000000000000000000000000,187,0,1163,199,964,0,112.9000000000000000,10.0000000000000000,非必需性消费,信息技术,
208,6181.HK,老铺黄金,2024/06/27,42474,39087,3387,0,133182.00000000000000000000,12230.00000000000000000000,120952.0000000000000000,0,42474,39087,3387,0,932,216,716,0,582.1500000000000000,3.3900000000000000,非必需性消费,非日常生活消费品,
209,2881.HK,武汉有机,2024/06/17,13111,12610,501,0,12685.00000000000000000000,6655.00000000000000000000,6030.0000000000000000,0,3417.9632000000000000000000000000000000000000,2916.9632000000000000000000000000000000000000,501,0,66,39,27,0,337.5700000000000000,5.0100000000000000,原材料业,原材料,
210,2512.HK,云工场,2024/06/13,8846,8810,36,0,18817.00000000000000000000,10067.00000000000000000000,8750.0000000000000000,0,8846.0000000000000000000000000000000000000000,8810.0000000000000000000000000000000000000000,36,0,2958,183,2775,0,25.7900000000000000,100.0000000000000000,资讯科技业,信息技术,
211,2228.HK,晶泰控股,2024/06/12,19602,19303,299,0,27299.00000000000000000000,4215.00000000000000000000,23084.0000000000000000,0,10448.2391000000000000000000000000000000000000,10149.2391000000000000000000000000000000000000,299,0,1084,88,996,0,103.3500000000000000,20.0000000000000000,医疗保健业,工业,
212,2522.HK,一脉阳光,2024/06/06,17855,17155,700,0,12637.00000000000000000000,2655.00000000000000000000,9982.0000000000000000,0,5416.1524000000000000000000000000000000000000,4716.1524000000000000000000000000000000000000,700,0,181,47,134,0,336.3300000000000000,3.0100000000000000,医疗保健业,医疗保健,
213,2550.HK,宜搜科技,2024/06/06,9239,9189,50,0,11335.00000000000000000000,8455.00000000000000000000,2880.0000000000000000,0,1828.2263000000000000000000000000000000000000,1778.2263000000000000000000000000000000000000,50,0,123,46,77,0,114.5900000000000000,10.0200000000000000,非必需性消费,信息技术,
214,8529.HK,优博控股,2024/05/31,38849,37670,1179,0,16060.00000000000000000000,11310.00000000000000000000,4750.0000000000000000,0,5110.8221000000000000000000000000000000000000,3931.8221000000000000000000000000000000000000,1179,0,51,42,9,0,2503.0300000000000000,0.20000000000000000000,资讯科技业,信息技术,
215,2443.HK,汽车街,2024/05/30,19474,18876,598,0,19765.00000000000000000000,10515.00000000000000000000,9250.0000000000000000,0,6621.8249000000000000000000000000000000000000,6023.8249000000000000000000000000000000000000,598,0,81,42,39,0,433.3400000000000000,5.0100000000000000,非必需性消费,非日常生活消费品,
216,2505.HK,EDA集团控股,2024/05/27,9929,9722,207,0,19996.00000000000000000000,6115.00000000000000000000,13881.0000000000000000,0,4127.7570000000000000000000000000000000000000,3920.7570000000000000000000000000000000000000,207,0,267,70,197,0,103.4400000000000000,10.0100000000000000,工业,工业,
217,0917.HK,趣致集团,2024/05/24,5765,5711,54,0,10715.00000000000000000000,4815.00000000000000000000,5900.0000000000000000,0,4205.6085000000000000000000000000000000000000,4151.6085000000000000000000000000000000000000,54,0,655,121,534,0,12.0500000000000000,60.0200000000000000,非必需性消费,信息技术,
218,2898.HK,盛禾生物-B,2024/05/23,7451,7430,21,0,12515.00000000000000000000,8015.00000000000000000000,4500.0000000000000000,0,2921.9895000000000000000000000000000000000000,2900.9895000000000000000000000000000000000000,21,0,1397,515,882,0,10.0800000000000000,7.8200000000000000,医疗保健业,医疗保健,
219,2529.HK,泓盈城市服务,2024/05/16,5727,5714,13,0,12660.00000000000000000000,7660.00000000000000000000,5000.0000000000000000,0,4745.0631000000000000000000000000000000000000,4732.0631000000000000000000000000000000000000,13,0,1488,74,1414,0,47.5900000000000000,80.0300000000000000,地产建筑业,房地产,
220,2556.HK,迈富时,2024/05/14,2576,2565,11,0,5855.00000000000000000000,4655.00000000000000000000,1200.0000000000000000,0,1797.0872000000000000000000000000000000000000,1786.0872000000000000000000000000000000000000,11,0,511,241,270,0,5.9500000000000000,55.0400000000000000,资讯科技业,信息技术,
221,2438.HK,出门问问,2024/04/23,15352,15140,212,0,19343.00000000000000000000,6115.00000000000000000000,13228.0000000000000000,0,10303.4650000000000000000000000000000000000000,10091.4650000000000000000000000000000000000000,212,0,816,113,703,0,117.3900000000000000,25.0100000000000000,资讯科技业,信息技术,
222,2515.HK,天津建发,2024/04/22,16354,15702,652,0,10964.00000000000000000000,5415.00000000000000000000,5549.0000000000000000,0,6010.8351000000000000000000000000000000000000,5358.8351000000000000000000000000000000000000,652,0,103,48,55,0,433.0600000000000000,10.0100000000000000,地产建筑业,工业,
223,2555.HK,茶百道,2024/04/22,4593,4589,4,0,9315.00000000000000000000,2815.00000000000000000000,6500.0000000000000000,0,4593.0000000000000000000000000000000000000000,4589.0000000000000000000000000000000000000000,4,0,9315,2815,6500,0,0.50000000000000000000,100.0000000000000000,必需性消费,非日常生活消费品,
224,2497.HK,富景中国控股,2024/03/27,12820,12483,337,0,16015.00000000000000000000,9265.00000000000000000000,6750.0000000000000000,0,3833.1274000000000000000000000000000000000000,3496.1274000000000000000000000000000000000000,337,0,65,33,32,0,294.1300000000000000,10.0200000000000000,必需性消费,日常消费品,
225,2598.HK,连连数字,2024/03/27,10112,10081,31,0,19651.00000000000000000000,5459.00000000000000000000,14192.0000000000000000,0,10112.0000000000000000000000000000000000000000,10081.0000000000000000000000000000000000000000,31,0,7094,304,6790,0,16.9400000000000000,100.0000000000000000,金融业,金融,
226,2536.HK,百乐皇宫,2024/03/25,7141,7097,44,0,27358.00000000000000000000,5215.00000000000000000000,22143.0000000000000000,0,7141.0000000000000000000000000000000000000000,7097.0000000000000000000000000000000000000000,44,0,4195,405,3790,0,15.9600000000000000,100.0000000000000000,非必需性消费,非日常生活消费品,
227,9879.HK,米高集团,2024/03/20,7793,7768,25,0,55995.00000000000000000000,5995.00000000000000000000,50000.0000000000000000,0,5351.9020000000000000000000000000000000000000,5326.9020000000000000000000000000000000000000,25,0,6155,255,5900,0,9.7900000000000000,30.0200000000000000,原材料业,原材料,
228,2509.HK,荃信生物-B,2024/03/19,14525,14312,213,0,16327.00000000000000000000,7315.00000000000000000000,9012.0000000000000000,0,4237.5284000000000000000000000000000000000000,4024.5284000000000000000000000000000000000000,213,0,166,53,113,0,163.1500000000000000,5.0000000000000000,医疗保健业,医疗保健,
229,2535.HK,泓基集团,2024/03/07,6323,6248,75,0,16915.00000000000000000000,10165.00000000000000000000,6750.0000000000000000,0,1807.2592000000000000000000000000000000000000,1732.2592000000000000000000000000000000000000,75,0,476,265,211,0,70.4800000000000000,2.5700000000000000,地产建筑业,工业,
230,2540.HK,乐思集团,2024/03/07,5113,5104,9,0,11846.00000000000000000000,6646.00000000000000000000,5200.0000000000000000,0,5113.0000000000000000000000000000000000000000,5104.0000000000000000000000000000000000000000,9,0,3041,179,2862,0,22.3500000000000000,100.0000000000000000,非必需性消费,通讯业务,
231,2477.HK,经纬天地,2024/01/11,3480,3479,1,0,8427.00000000000000000000,6865.00000000000000000000,1562.0000000000000000,0,1447.0441000000000000000000000000000000000000,1446.0441000000000000000000000000000000000000,1,0,656,447,209,0,28.6400000000000000,20.0400000000000000,电讯业,通讯业务,
232,2453.HK,美中嘉和,2024/01/08,1638,1635,3,0,16420.00000000000000000000,4565.00000000000000000000,11855.0000000000000000,0,1638.0000000000000000000000000000000000000000,1635.0000000000000000000000000000000000000000,3,0,7850,1923,5927,0,1.9900000000000000,100.0000000000000000,医疗保健业,医疗保健,
233,2503.HK,中深建业,2024/01/08,5112,5101,11,0,12599.00000000000000000000,8115.00000000000000000000,4484.0000000000000000,0,5112.0000000000000000000000000000000000000000,5101.0000000000000000000000000000000000000000,11,0,1859,52,1807,0,58.4400000000000000,100.0000000000000000,地产建筑业,工业,
234,6959.HK,长久股份,2024/01/08,2510,2481,29,0,17309.00000000000000000000,5455.00000000000000000000,11854.0000000000000000,0,1695.9510000000000000000000000000000000000000,1666.9510000000000000000000000000000000000000,29,0,1441,282,1159,0,11.6700000000000000,20.1200000000000000,非必需性消费,信息技术,
235,2498.HK,速腾聚创,2024/01/04,1786,1773,13,0,3115.00000000000000000000,715.00000000000000000000,2400.0000000000000000,0,1786.0000000000000000000000000000000000000000,1773.0000000000000000000000000000000000000000,13,0,3115,715,2400,0,0.58000000000000000000,100.0000000000000000,资讯科技业,信息技术,
,,,,,,,,,,,,,,,,,,,,,,,,
数据来源：同花顺iFinD,,,,,,,,,,,,,,,,,,,,,,,,
