security_key,temp_code,code,name,issuer_name,lifecycle_stage,application_date,a1_date,application_status,application_status_update_date,hearing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_result_date,expected_listing_date,listing_date,board,industry,sub_industry,offer_price_low,offer_price_high,issue_price,final_price_position,board_lot,fundraising_amount_hkd,market_cap_at_ipo_hkd,net_proceeds_hkd,issue_pe,public_subscription_multiple,international_subscription_multiple,one_lot_success_rate,clawback_ratio,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_shares,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,sponsor_names,overall_coordinator_names,bookrunner_names,underwriter_names,proceeds_use,primary_signal,primary_action,data_completeness_score,next_data_action,source_files,number,result_or_latest_date_raw,offer_type,has_public_offer,is_transfer_or_intro_raw,reserved_f007,market_cap_at_ipo_hkd_mn,global_offer_shares_initial,global_offer_shares_final_base,global_offer_shares_with_oa,global_offer_shares_ex_oa_or_exercised_raw,public_offer_shares_initial,public_offer_shares_final,international_offer_shares_initial,international_offer_shares_final,placing_or_reserved_shares_initial_raw,placing_or_reserved_shares_final_raw,other_offer_shares_initial_raw,other_offer_shares_final_raw,over_allotment_option_shares,over_allotment_exercised_shares,reserved_f037,reserved_f038,sale_shares_initial_raw,sale_shares_final_raw,cornerstone_shares_from_first_issue,gross_proceeds_with_oa_hkd,gross_proceeds_base_hkd,gross_proceeds_oa_hkd,listing_expenses_hkd,offer_currency,par_value,par_value_currency,reserved_f026,public_subscription_multiple_first_issue,reserved_f051,international_subscription_multiple_first_issue
2570.HK,,2570.HK,重塑能源,重塑能源,已上市180D后,,,,,,2024-11-28 00:00:00,2024-11-28 00:00:00,2024-12-03 00:00:00,2024-12-04 00:00:00,2024-12-05 00:00:00,2024-12-06 00:00:00,2024-12-06,主板,,,145.0,165.0,147.0,0.1,20.0,,3333280000.0,632850000.0,44.96464719342,1.55,1.33,,,,,,,,,,,,,,,74.5%将用于为公司的氢燃料电池系统的研发活动及扩产提供资金;15.3%将用于为公司的氢能装备的扩产提供资金;7.7%将用于公司的海外市场业务拓展;2.5%将用于公司的营运资金及一般公司用途。,公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,181,2025/01/02,"发售以供认购,发售以供配售",是,否,,3333.28,4827920.0,4827920.0,5310700.0,4851100.0,482800.0,482800.0,4345120.0,4345120.0,,,,,482780,23180,,,,,2181280,713111700.0,709704240.0,3407460.0000,80261700.0,HKD,1.0000000000,CNY,,1.55,,1.33
2586.HK,,2586.HK,多点数智,多点数智,已上市180D后,,,,,,2024-11-28 00:00:00,2024-11-28 00:00:00,2024-12-03 00:00:00,2024-11-28 00:00:00,2024-12-05 00:00:00,2024-12-06 00:00:00,2024-12-06,主板,,,30.21,30.21,30.21,,100.0,,3051460000.0,623740000.0,39.05110899914,1.94,1.36,,,,,,,,,,,,,,,"约42.1%将用于开发新应用程式及新服务模块。约30.0%将用于与公司的业务扩张相关的人才招聘。约10.0%将分配于选择性地寻求与公司的自然增长战略互补的战略合作、投资及收购,尤其是能够补充公司的产品组合、增强公司的技术能力及巩固公司市场地位的战略合作、投资及收购。约7.9%将用于扩大公司的销售网络并进一步加强公司的品牌声誉。约10.0%将用于营运资金及一般企业用途。",公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,180,2025/01/02,"发售以供认购,发售以供配售",是,否,,3051.46,25774000.0,25774000.0,29640100.0,25774000.0,2577400.0,2577400.0,23196600.0,23196600.0,,,,,3866100,0,,,,,10065000,778630000.0,778632540.0,0.0000,154890000.0,HKD,0.0001000000,USD,,1.94,,1.36
2585.HK,,2585.HK,梦金园,梦金园,已上市180D后,,,,,,2024-11-21 00:00:00,2024-11-21 00:00:00,2024-11-26 00:00:00,2024-11-27 00:00:00,2024-11-28 00:00:00,2024-11-29 00:00:00,2024-11-29,主板,,,12.0,14.4,12.0,0.0,200.0,,2909040000.0,452490000.0,40.168048267233,20.58,0.98,,,,,,,,,,,,,,,约50.0%将用于升级山东潍坊的生产设施以增强公司的生产能力。约34.0%将用于扩大和加强公司的销售网络。约16.0%将用于投资信息科技。,待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,182,2024/12/27,"发售以供认购,发售以供配售",是,否,,2909.04,43956800.0,43956800.0,50550200.0,43956800.0,4395800.0,8791400.0,39561000.0,35165400.0,,,,,6593400,0,,,,,17480000,527480000.0,527481600.0,0.0000,74990000.0,HKD,1.0000000000,CNY,,20.58,,0.98
2566.HK,,2566.HK,九源基因,九源基因,已上市180D后,,,,,,2024-11-20 00:00:00,2024-11-20 00:00:00,2024-11-25 00:00:00,2024-11-26 00:00:00,2024-11-27 00:00:00,2024-11-28 00:00:00,2024-11-28,主板,,,11.48,12.56,12.42,0.8703703703703699,200.0,,2537330000.0,485410000.0,62.497118027844,675.83,1.18,,,,,,,,,,,,,,,约40.0%将分配至公司战略性重点治疗领域的选定在研产品的持续研发。约30.0%用于公司现有及接近商业化产品的营销及商业化。约10.0%用于寻求战略合作。约10.0%将用于公司的制造系统。约10.0%将用于为公司的营运资金及其他一般企业用途提供资金。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,183,2024/11/27,"发售以供认购,发售以供配售",是,否,,2537.33,45398800.0,45398800.0,52208600.0,45398800.0,4540000.0,22699400.0,40858800.0,22699400.0,,,,,6809800,,,,,,22543400,563850000.0,563853096.0,0.0000,78440000.0,HKD,1.0000000000,CNY,,675.83,,1.18
6936.HK,,6936.HK,顺丰控股,顺丰控股,已上市180D后,,,,,,2024-11-19 00:00:00,2024-11-19 00:00:00,2024-11-22 00:00:00,2024-11-23 00:00:00,2024-11-26 00:00:00,2024-11-27 00:00:00,2024-11-27,主板,,,32.3,36.3,34.3,0.5,200.0,,7333220000.0,5661300000.0,27.295489624421,79.07,10.1,,,,,,,,,,,,,,,"约人民币1,454百万元用于加强公司的国际及跨境物流能力。约人民币2,785百万元用于提升及优化公司在中国的物流网络及服务。约人民币530百万元将用于研发先进技术及数字化解决方案,升级公司的供应链和物流服务及实施ESG相关举措。约人民币530百万元将用作营运资金及一般企业用途。",公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,184,2026/03/30,"发售以供认购,发售以供配售",是,否,,7333.22,170000000.0,170000000.0,195500000.0,170000000.0,16150000.0,31450000.0,153850000.0,138550000.0,,,,,25500000,0,,,,,46407600,5831000000.0,5831000000.0,0.0000,169700000.0,HKD,1.0000000000,CNY,,79.07,,10.1
2582.HK,,2582.HK,国富氢能,国富氢能,已上市180D后,,,,,,2024-11-07 00:00:00,2024-11-07 00:00:00,2024-11-12 00:00:00,2024-11-13 00:00:00,2024-11-14 00:00:00,2024-11-15 00:00:00,2024-11-15,主板,,,65.0,73.0,65.0,0.0,100.0,,7373620000.0,339650000.0,81.529893846154,21.07,0.99,,,,,,,,,,,,,,,"约56.1%用于扩大若干产品的产能;约33.9%用于提升公司的研发能力,持续进行技术升级和产品迭代;约10%用于营运资金及一般企业用途,以支持公司的业务运营和增长。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,185,2024/11/14,"发售以供认购,发售以供配售",是,否,,7373.62,6000000.0,6000000.0,6000000.0,6000000.0,600000.0,725300.0,5400000.0,5274700.0,,,,,,,,,,,4842900,390000000.0,390000000.0,0.0000,50350000.0,HKD,1.0000000000,CNY,,21.07,,0.99
2519.HK,,2519.HK,傲基股份,傲基股份,已上市180D后,,,,,,2024-10-31 00:00:00,2024-10-31 00:00:00,2024-11-05 00:00:00,2024-11-06 00:00:00,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-08,主板,,,14.56,15.6,15.6,1.0,300.0,,4727200000.0,387500000.0,23.458168953688,17.74,2.45,,,,,,,,,,,,,,,约70.0%预期将用于公司的业务扩张。约15.0%预期将用于加强公司的数字化。约10.0%预期将用于产业链的潜在投资或并购机会。约5.0%预期将用作营运资金及一般企业用途。,待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,186,2024/12/05,"发售以供认购,发售以供配售",是,否,,4727.2,29894700.0,29894700.0,34378800.0,29894700.0,2989500.0,8968500.0,26905200.0,20926200.0,,,,,4484100,0,,,,,7012800,466400000.0,466357320.0,0.0000,78900000.0,HKD,1.0000000000,CNY,,17.74,,2.45
2551.HK,,2551.HK,晶科电子股份,晶科电子股份,已上市180D后,,,,,,2024-10-31 00:00:00,2024-10-31 00:00:00,2024-11-05 00:00:00,2024-10-31 00:00:00,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-08,主板,,,3.61,3.61,3.61,,1000.0,,3646410000.0,82250000.0,,5677.83,6.95,,,,,,,,,,,,,,,所得款项净额的约70.0%将用于扩张公司的汽车智能视觉产能。约20.0%将用于技术创新及产品升级。约10.0%用作营运资金及一般公司用途。,散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,187,2024/11/07,"发售以供认购,发售以供配售",是,否,,3646.41,33600000.0,38640000.0,33600000.0,38640000.0,3360000.0,19320000.0,30240000.0,19320000.0,,,,,,,,,,,,139490000.0,139490400.0,0.0000,57240000.0,HKD,1.0000000000,CNY,,5677.83,,6.95
2510.HK,,2510.HK,德翔海运,德翔海运,已上市180D后,,,,,,2024-10-24 00:00:00,2024-10-24 00:00:00,2024-10-29 00:00:00,2024-10-30 00:00:00,2024-10-31 00:00:00,2024-11-01 00:00:00,2024-11-01,主板,,,3.5,4.5,4.18,0.6799999999999997,1000.0,,4545380000.0,999450000.0,44.803510662714,12.09,2.22,,,,,,,,,,,,,,,"约75.0%将用于公司于2024年4月订购的两艘7,000TEU新船舶及公司订立的船舶租赁合约。约15.0%将用于租用货柜。约10.0%将用于营运资金及其他一般公司用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,188,2024/11/28,"发售以供认购,发售以供配售",是,否,,4545.38,250940000.0,250940000.0,288581000.0,265031000.0,25094000.0,25094000.0,225846000.0,225846000.0,,,,,37641000,14091000,,,,,118735000,1107829580.0,1048929200.0,58900380.0000,108379580.0,HKD,,,,12.09,,2.22
2563.HK,,2563.HK,华昊中天医药-B,华昊中天医药-B,已上市180D后,,,,,,2024-10-23 00:00:00,2024-10-23 00:00:00,2024-10-28 00:00:00,2024-10-29 00:00:00,2024-10-30 00:00:00,2024-10-31 00:00:00,2024-10-31,主板,,,16.0,22.0,16.0,0.0,200.0,,4444380000.0,195890000.0,76.146866029733,21.45,0.994,,,,,,,,,,,,,,,"约44.9%,将用于资助核心产品的进行中及计划进行的临床试验(主要包括委托临床研究中心开展临床试验的费用、支付予CRO和SMO公司等供应商的研发费用、临床试验所用原材料及耗材的成本、相关临床团队的薪酬及福利,以及招募患者及聘用外部顾问的相关成本)。约38.9%,将用于资助核心产品以外的进行中及计划进行的临床试验及产品临床前研究以及核心产品研究者发起试验(主要包括委托临床研究中心开展临床试验的费用、支付予CRO和SMO公司等供应商的研发费用、临床试验所用原材料及耗材的成本、相关临床团队的薪酬及福利,以及招募患者及聘用外部顾问的相关成本)。约3.0%,将用于加强公司的国内商业化能力及建立公司的全球营销网络。约3.2%,将用于扩大产能。约10.0%,将用作营运资金及一般公司用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,189,2024/10/30,"发售以供认购,发售以供配售",是,否,,4444.38,14588000.0,14588000.0,14588000.0,14588000.0,1458800.0,1750600.0,13129200.0,12837400.0,,,,,,,,,,,11108400,233410000.0,233408000.0,0.0000,37520000.0,HKD,1.0000000000,CNY,,21.45,,0.994
2562.HK,,2562.HK,狮腾控股,狮腾控股,已上市180D后,,,,,,,,,2024-10-25 00:00:00,2024-10-29 00:00:00,,2024-10-30,主板,,,10.0,10.0,10.0,,,,,647932.0,,,,,,,,,,,,,,,,,,(i)约29.7%将用于扩大继承集团的品牌合作伙伴网络及开发新的商务渠道;(ii)约28.2%将用于继承集团通过并购、合营企业及战略投资及联盟实现增长;(iii)约19.4%将用于偿还若干可换股贷款票据及银行贷款;(iv)约12.8%将用于投资并继续采用先进技术及人工智能(AI);及(v)约10.0%将用于营运资金及一般企业用途。,待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.3888888888888889,补IPO打新中签结果,港股IPO首发信息一览.csv,191,2024/10/29,发售以供配售,是,否,,,80000.0,80000.0,80000.0,80000.0,,,,,,,,,,,,,,,,800000.0,800000.0,0.0000,152068.0,HKD,0.0001000000,HKD,,,,
2465.HK,,2465.HK,龙蟠科技,龙蟠科技,已上市180D后,,,,,,2024-10-22 00:00:00,2024-10-22 00:00:00,2024-10-25 00:00:00,2024-10-28 00:00:00,2024-10-29 00:00:00,2024-10-30 00:00:00,2024-10-30,主板,,,4.5,7.0,5.5,0.4,500.0,,3535300000.0,495000000.0,20.0,3.99,3.23,,,,,,,,,,,,,,,"约40.0%,预计将用于支付印度尼西亚工厂二期的部分开支。约40.0%,预计将用于位于湖北省襄阳工厂的新磷酸锰铁锂生产线。约10.0%,预计将用于部分偿还若干计息银行借款。约10.0%,预计将用于公司的营运资金及其他一般公司用途。",公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,190,2026/01/15,"发售以供认购,发售以供配售",是,否,,3535.3,100000000.0,100000000.0,115000000.0,100000000.0,10000000.0,10000000.0,90000000.0,90000000.0,,,,,15000000,0,,,,,20000000,550000000.0,550000000.0,0.0000,55000000.0,HKD,1.0000000000,CNY,,3.99,,3.23
9660.HK,,9660.HK,地平线机器人-W,地平线机器人-W,已上市180D后,,,,,,2024-10-16 00:00:00,2024-10-16 00:00:00,2024-10-21 00:00:00,2024-10-22 00:00:00,2024-10-23 00:00:00,2024-10-24 00:00:00,2024-10-24,主板,,,3.73,3.99,3.99,1.0,600.0,,2418140000.0,5798000000.0,28.037640847383,33.83,13.81,,,,,,,,,,,,,,,"所得款项净额的约70%港元将于未来五年内分配用于研发用途,包括高级辅助驾驶和高阶自动驾驶解决方案及核心关键技术。所得款项净额约10%将在未来五年内分配用于销售及营销相关开支。所得款项净额约10%将用于未来五年内战略投资公司的合营企业(尤其是酷睿程),从而拓展并增强公司的技术能力。约10%将分配用于一般公司用途及营运资金需求。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,192,2024/11/20,"发售以供认购,发售以供配售",是,否,,2418.14,1355106600.0,1355106600.0,1558372200.0,1525534200.0,135511200.0,203266200.0,1219595400.0,1151840400.0,,,,,203265600,170427600,,,,,427723800,6086881458.0,5406875334.0,680006124.0000,288881458.0,HKD,0.0000025000,USD,,33.83,,13.81
2460.HK,,2460.HK,华润饮料,华润饮料,已上市180D后,,,,,,2024-10-15 00:00:00,2024-10-15 00:00:00,2024-10-18 00:00:00,2024-10-21 00:00:00,2024-10-22 00:00:00,2024-10-23 00:00:00,2024-10-23,主板,,,13.5,14.5,14.5,1.0,200.0,,2929240000.0,5621150000.0,41.686141971077,234.49,24.47,,,,,,,,,,,,,,,"约30%,用于战略性扩张和优化产能,以提高整体供应链效率。约23%,用于加速销售渠道扩张及提升渠道效率。于未来二至三年内,所得款项净额的约23%,用于进行销售和营销活动,增强品牌活力,强化品牌形象,提升销售表现。约3%,用于增强公司的产品研发能力,以持续拓展新的产品品类和SKU。约3%,用于数字化升级,包括提升公司在销售、运营、生产和物流等领域的数字化能力,从而提高公司的运营效率。约8%,用于进行潜在投资及并购机会。约10%,作为营运资金及作一般公司用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,193,2024/11/12,"发售以供认购,发售以供配售",是,否,,2929.24,347826200.0,347826200.0,400000000.0,398196600.0,38261000.0,139130600.0,309565200.0,208695600.0,,,,,52173800,50370400,,,,,165992800,5773850700.0,5043479900.0,730370800.0000,152700700.0,HKD,0.0000005000,USD,,234.49,,24.47
2567.HK,,2567.HK,七牛智能,七牛智能,已上市180D后,,,,,,2024-09-30 00:00:00,2024-09-30 00:00:00,2024-10-10 00:00:00,2024-10-14 00:00:00,2024-10-15 00:00:00,2024-10-16 00:00:00,2024-10-16,主板,,,2.74,2.86,2.75,0.08333333333333179,1000.0,,2888840000.0,367200000.0,40.0,19.87,1.02,,,,,,,,,,,,,,,约38.0%预期将用于渗透及夯实公司的APaaS业务中应用场景的占有率及发展与扩大客户群；约20.0%预期将用于未来36至60个月扩展海外业务；约12.0%预期将用于提升公司的研发能力并完善公司的技术基础设施；约20%预期将用于选定合并、收购和战略投资；约10.0%预期将用作营运资金及一般公司用途。,待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,194,2024/11/11,"发售以供认购,发售以供配售",是,否,,2888.84,159750000.0,159750000.0,183712000.0,159750000.0,15975000.0,47925000.0,143775000.0,111825000.0,,,,,23962000,0,,,,,63900000,439312500.0,439312500.0,0.0000,72112500.0,HKD,0.0001000000,USD,,19.87,,1.02
9639.HK,,9639.HK,荣利营造,荣利营造,已上市180D后,,,,,,2024-09-27 00:00:00,2024-09-27 00:00:00,2024-10-04 00:00:00,2024-10-07 00:00:00,2024-10-08 00:00:00,2024-10-09 00:00:00,2024-10-09,主板,,,0.57,0.73,0.73,1.0,5000.0,,3686820000.0,149700000.0,19.178082191781,120.6,1.14,,,,,,,,,,,,,,,约45%将用于收购更多电力机械及设备；约35%将用于支付新项目的前期成本；约5%将用于新员工招聘；约5%将用于采购4S及企业资源规划系统；约10%将保留为一般营运资金。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,195,2024/10/08,"发售以供认购,发售以供配售",是,否,,3686.82,250000000.0,250000000.0,287500000.0,250000000.0,25000000.0,125000000.0,225000000.0,125000000.0,,,,,37500000,0,,,,,47935000,182500000.0,182500000.0,0.0000,32800000.0,HKD,0.0100000000,HKD,,120.6,,1.14
2576.HK,,2576.HK,太美医疗科技,太美医疗科技,已上市180D后,,,,,,2024-09-27 00:00:00,2024-09-27 00:00:00,2024-10-03 00:00:00,2024-10-04 00:00:00,2024-10-07 00:00:00,2024-10-08 00:00:00,2024-10-08,主板,,,10.0,13.0,13.0,1.0,200.0,,2626220000.0,259500000.0,,156.33,2.58,,,,,,,,,,,,,,,约35%将用于优化并升级TrialOS平台及PharmaOS平台及其各自的云端软件及数字化服务；约30%将用于提升公司的核心技术及研发能力；约10%将用于强化公司的销售及营销能力；约15%将用于选择性地寻求公司认为将能扩充公司现有产品及服务品类、扩大客户基础及提升技术能力的战略投资及收购；约10%将用于营运资金及一般企业用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,196,2024/11/03,"发售以供认购,发售以供配售",是,否,,2626.22,22416600.0,25779000.0,26283400.0,25779000.0,2241800.0,12889600.0,20174800.0,12889400.0,,,,,3866800,0,,,,,,335127000.0,335127000.0,0.0000,75627000.0,HKD,1.0000000000,CNY,,156.33,,2.58
2549.HK,,2549.HK,卡罗特,卡罗特,已上市180D后,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,2024-09-26 00:00:00,2024-09-27 00:00:00,2024-09-30 00:00:00,2024-10-02 00:00:00,2024-10-02,主板,,,5.72,5.78,5.78,1.0,500.0,,2919140000.0,802360000.0,36.280929266298,1347.27,7.91,,,,,,,,,,,,,,,"约35%预期将用于寻求收购及投资机遇；约25%预期将用于产品研发；约20%预期将用于扩张销售渠道,包括(i)与更多线上平台合作以增加公司在主要市场的市场份额;(ii)投资于有针对性的营销举措以提高品牌知名度;及(iii)组建及扩充本地运营团队,以支持市场整合和扩张；约10%预期将用于ESG相关投资；约10%预期将用作营运资金及其他一般公司用途。",散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,197,2024/10/28,"发售以供认购,发售以供配售",是,否,,2919.14,129864500.0,129864500.0,149344000.0,149344000.0,12986500.0,64932500.0,116878000.0,64932000.0,,,,,19479500,19479500,,,,,54183000,863208320.0,750616810.0,112591510.0000,60848320.0,HKD,0.0005000000,USD,,1347.27,,7.91
0300.HK,,0300.HK,美的集团,美的集团,已上市180D后,,,,,,2024-09-09 00:00:00,2024-09-09 00:00:00,2024-09-12 00:00:00,2024-09-13 00:00:00,2024-09-16 00:00:00,2024-09-17 00:00:00,2024-09-17,主板,,,52.0,54.8,54.8,1.0,100.0,,5535270000.0,35282500000.0,27.507854607821,5.31,8.06,,,,,,,,,,,,,,,"募集资金净额的约20%,预期在未来一至三年将用于公司的全球科技研发;募集资金净额的约35%,预期在未来一至四年将用于智能制造体系及供应链管理升级的持续投入;募集资金净额的约35%,预期在未来一至五年将用于完善全球分销渠道和销售网络,以及提高自有品牌的海外销售;募集资金净额的约10%,预期将用于运营资金及一般公司用途。",公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,198,2024/10/14,"发售以供认购,发售以供配售",是,否,,5535.27,492135100.0,565955300.0,565955300.0,650848500.0,24606800.0,28297800.0,467528300.0,537657500.0,,,,,73820200,84893200,,,46752800,5083400,179032700,35666147360.0,31014350440.0,4652147360.0000,383647360.0,HKD,1.0000000000,CNY,,5.31,,8.06
8629.HK,,8629.HK,集信国控,集信国控,已上市180D后,,,,,,2024-08-26 00:00:00,2024-08-26 00:00:00,2024-09-03 00:00:00,2024-09-04 00:00:00,2024-09-05 00:00:00,2024-09-05 00:00:00,2024-09-06,创业板,,,8.6,10.4,9.9,0.7222222222222223,500.0,,5252440000.0,59400000.0,,14.33,1.03,,,,,,,,,,,,,,,"所得款项净额约11,430.21千元人民币将用于扩充建设工程检测服务,以取得《建设工程质量检测机构资质标准》项下的综合资质并加强公司现有的建设工程检测检验服务;所得款项净额约5,602.7千元人民币将用于巩固公司在茂名的现有市场地位,拓展公司的服务范围至粤西的三线至五线城市;所得款项净额约18,027.12千元人民币将用于使公司的检测检验服务多元化,不仅限于建设工程,更扩展至食品及农业、交通及消防等领域;所得款项净额约1,957.2千元人民币将用于升级公司的ERP系统;所得款项净额约465.79千元人民币将用于一般运营资金。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,199,2025/12/31,"发售以供认购,发售以供配售",是,否,,5252.44,10179000.0,10179000.0,10179000.0,10179000.0,1018000.0,1018000.0,9161000.0,9161000.0,,,,,,,,,,,,100772100.0,100772100.0,0.0000,41372100.0,HKD,1.0000000000,CNY,,14.33,,1.03
2410.HK,,2410.HK,同源康医药-B,同源康医药-B,已上市180D后,,,,,,2024-08-12 00:00:00,2024-08-12 00:00:00,2024-08-15 00:00:00,2024-08-12 00:00:00,2024-08-19 00:00:00,2024-08-20 00:00:00,2024-08-20,主板,,,12.1,12.1,12.1,,500.0,,6111010000.0,506310000.0,35.505430242272,2.29,1.01,,,,,,,,,,,,,,,70.0%将用于公司核心产品(即TY-9591)的研究、开发及商业化;20.0%将用于公司其他候选产品的研发;3.0%将用于潜在的战略收购、投资、许可或合作机会;7.0%将用于营运资金及其他一般公司用途。,公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,200,2024/08/19,"发售以供认购,发售以供配售",是,否,,6111.01,47880000.0,47880000.0,47880000.0,47880000.0,4788000.0,4788000.0,43092000.0,43092000.0,,,,,,,,,,,17000000,579348000.0,579348000.0,0.0000,73038000.0,HKD,1.0000000000,CNY,,2.29,,1.01
2533.HK,,2533.HK,黑芝麻智能,黑芝麻智能,已上市180D后,,,,,,2024-07-31 00:00:00,2024-07-31 00:00:00,2024-08-05 00:00:00,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-08 00:00:00,2024-08-08,主板,,,28.0,30.3,28.0,0.0,100.0,,3060550000.0,950800000.0,7.4466312741313,2.52,1.05,,,,,,,,,,,,,,,"约80.0%将在未来五年间用于公司的研发。约10.0%将用于提高公司的商业化能力。约10.0%将用于营运资金及一般公司用途,尤其是采购SoC量产的存货。",公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,201,2024/09/04,"发售以供认购,发售以供配售",是,否,,3060.55,37000000.0,37000000.0,42550000.0,37000000.0,1850000.0,1850000.0,35150000.0,35150000.0,,,,,5550000,0,,,,,2731100,1036000000.0,1036000000.0,0.0000,85200000.0,HKD,0.0001000000,USD,,2.52,,1.05
1471.HK,,1471.HK,众淼控股,众淼控股,已上市180D后,,,,,,2024-07-29 00:00:00,2024-07-29 00:00:00,2024-08-01 00:00:00,2024-08-02 00:00:00,2024-08-05 00:00:00,2024-08-06 00:00:00,2024-08-06,主板,,,7.0,10.2,7.0,0.0,500.0,,5151440000.0,195830000.0,18.696883852691,16.07,0.98,,,,,,,,,,,,,,,"约53.8%将于上市后三年内用于发展公司的保险代理业务;约26.2%将于上市后五年内用于提升公司的IT服务产品及研发能力;约10.0%将用于在保险中介及金融科技行业寻求审慎投资及收购能与公司现有业务互补或产生协同效应的两至三家目标公司,以进一步加快公司的业务发展及增强公司的竞争力;及约10.0%将用于一般营运资金及一般企业用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,202,2024/09/05,"发售以供认购,发售以供配售",是,否,,5151.44,35300000.0,35300000.0,40595000.0,35300000.0,3530000.0,4357000.0,31770000.0,30943000.0,,,,,5295000,0,,,,,6604500,247100000.0,247100000.0,0.0000,51270000.0,HKD,1.0000000000,CNY,,16.07,,0.98
