security_key,temp_code,code,name,issuer_name,lifecycle_stage,application_date,a1_date,application_status,application_status_update_date,hearing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_result_date,expected_listing_date,listing_date,board,industry,sub_industry,offer_price_low,offer_price_high,issue_price,final_price_position,board_lot,fundraising_amount_hkd,market_cap_at_ipo_hkd,net_proceeds_hkd,issue_pe,public_subscription_multiple,international_subscription_multiple,one_lot_success_rate,clawback_ratio,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_shares,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,sponsor_names,overall_coordinator_names,bookrunner_names,underwriter_names,proceeds_use,primary_signal,primary_action,data_completeness_score,next_data_action,source_files,number,result_or_latest_date_raw,offer_type,has_public_offer,is_transfer_or_intro_raw,reserved_f007,market_cap_at_ipo_hkd_mn,global_offer_shares_initial,global_offer_shares_final_base,global_offer_shares_with_oa,global_offer_shares_ex_oa_or_exercised_raw,public_offer_shares_initial,public_offer_shares_final,international_offer_shares_initial,international_offer_shares_final,placing_or_reserved_shares_initial_raw,placing_or_reserved_shares_final_raw,other_offer_shares_initial_raw,other_offer_shares_final_raw,over_allotment_option_shares,over_allotment_exercised_shares,reserved_f037,reserved_f038,sale_shares_initial_raw,sale_shares_final_raw,cornerstone_shares_from_first_issue,gross_proceeds_with_oa_hkd,gross_proceeds_base_hkd,gross_proceeds_oa_hkd,listing_expenses_hkd,offer_currency,par_value,par_value_currency,reserved_f026,public_subscription_multiple_first_issue,reserved_f051,international_subscription_multiple_first_issue
2768.HK,,2768.HK,国恩科技,国恩科技,已上市0-180D,,,,,,2026-01-27 00:00:00,2026-01-27 00:00:00,2026-01-30 00:00:00,2026-02-02 00:00:00,2026-02-03 00:00:00,2026-02-04 00:00:00,2026-02-04,主板,,,34.0,42.0,36.0,0.25,200.0,,8484709999.999999,1000400000.0,29.603703703704,2251.85,10.03,,,,,,,,,,,,,,,"约50.0%将分配至扩大公司位于泰国的新生产基地(‘泰国生产基地’)的产能;约35.0%将分配至扩大公司位于中国的新生产基地(‘宜兴生产基地’)产能;约10.0%将分配至公司在香港的投资,包括设立地区总部及生产基地升级;约5.0%所得款项净额将用作运营资金及一般企业用途。",散户极热/易拥挤,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,40,2026/02/03,"发售以供认购,发售以供配售",是,否,,8484.71,30000000.0,30000000.0,30000000.0,30000000.0,3000000.0,3000000.0,27000000.0,27000000.0,,,,,,,,,,,8869200,1080000000.0,1080000000.0,0.0000,79600000.0,HKD,1.0000000000,CNY,,2251.85,,10.03
9980.HK,,9980.HK,东鹏饮料,东鹏饮料,已上市0-180D,,,,,,2026-01-26 00:00:00,2026-01-26 00:00:00,2026-01-29 00:00:00,2026-01-30 00:00:00,2026-02-02 00:00:00,2026-02-03 00:00:00,2026-02-03,主板,,,,248.0,248.0,,100.0,,25050110000.0,10943350000.0,44.958591325942,57.46,15.6,,,,,,,,,,,,,,,"约36.0%募集资金净额将用于未来三到五年内完善产能布局和推进供应链升级,在满足公司高速增长的需求的同时,不断提升生产及供货效率、巩固成本优势。约15.0%募集资金净额将用于未来三到五年内加强品牌建设和消费者互动,持续增强品牌影响力。约11.0%募集资金净额将用于未来三到五年内持续推进全国化战略,拓展、深耕和精细化运营渠道网络。约12.0%募集资金净额将用于未来三到五年内拓展海外市场业务,探索潜在投资及并购机会。约10.0%募集资金净额将用于未来三到五年内加强各个业务环节的数字化建设。约10.0%募集资金净额用于营运资金及一般企业用途。约6.0%募集资金净额将用于未来三到五年内增强公司的产品开发能力,持续实现产品品类拓展。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,41,2026/03/01,"发售以供认购,发售以供配售",是,否,,25050.11,40889900.0,40889900.0,47023300.0,44755700.0,4089000.0,4089000.0,36800900.0,36800900.0,,,,,6133400,3865800,,,670600,669700,20120100,11099413600.0,10140695200.0,958718400.0000,156063600.0,HKD,1.0000000000,CNY,,57.46,,15.6
1768.HK,,1768.HK,鸣鸣很忙,鸣鸣很忙,已上市0-180D,,,,,,2026-01-20 00:00:00,2026-01-20 00:00:00,2026-01-23 00:00:00,2026-01-26 00:00:00,2026-01-27 00:00:00,2026-01-28 00:00:00,2026-01-28,主板,,,229.6,236.6,236.6,1.0,100.0,,23898620000.0,4062000000.0,36.012701265703,1899.49,44.44,,,,,,,,,,,,,,,"所得款项净额中约25.0%将用于提升公司的供应链能力及提高公司的产品开发能力。所得款项净额中约20.0%将用于门店网络升级,以及加盟商的持续赋能。所得款项净额中约20.0%将用于品牌建设及推广活动。所得款项净额中约20.0%将用于提升公司的科技能力和数字化水平。所得款项净额中约5.0%将用于有选择性地寻求与公司的业务互补的战略投资和收购机会。所得款项净额中约10.0%将用于营运资金及其他一般企业用途。",散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,42,2026/02/10,"发售以供认购,发售以供配售",是,否,,23898.62,14101100.0,15511200.0,16216200.0,17837800.0,1410200.0,1410200.0,12690900.0,14101000.0,,,,,2115100,2326600,,,,,6423600,4220423480.0,3669949920.0,550473560.0000,158423480.0,HKD,1.0000000000,CNY,,1899.49,,44.44
9611.HK,,9611.HK,龙旗科技,龙旗科技,已上市0-180D,,,,,,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-01-19 00:00:00,2026-01-20 00:00:00,2026-01-21 00:00:00,2026-01-22 00:00:00,2026-01-22,主板,,,,31.0,31.0,,100.0,,3131260000.0,1519900000.0,27.174023280156,1149.76,9.02,,,,,,,,,,,,,,,"约40%将用于扩大公司境内外的整体产能,从而增强公司的自有生产能力。约20%将用于支持公司持续的研发工作,特别是加强公司在关键领域的自主研发和创新能力。约10%将用于加强公司在境内外的市场营销及客户拓展工作。约20%将用于支持公司在全球的战略性投资或并购。约10%将用作公司的营运资金及其他一般企业用途。",散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,43,2026/02/23,"发售以供认购,发售以供配售",是,否,,3131.26,52259100.0,52259100.0,60097900.0,52259100.0,5226000.0,5226000.0,47033100.0,47033100.0,,,,,7838800,0,,,5225000,3339500,14200900,1620032100.0,1620032100.0,0.0000,100132100.0,HKD,1.0000000000,CNY,,1149.76,,9.02
8610.HK,,8610.HK,BBSB INTL,BBSB INTL,已上市0-180D,,,,,,2025-12-31 00:00:00,2025-12-31 00:00:00,2026-01-08 00:00:00,2026-01-09 00:00:00,2026-01-12 00:00:00,2026-01-13 00:00:00,2026-01-13,创业板,,,0.6,0.7,0.6,0.0,4000.0,,2828240000.0,50000000.0,18.666666666667,10745.13,1.01,,,,,,,,,,,,,,,"约65.2%将用于加强公司的财务状况,以支付(a)主要包括分包成本、材料成本及机器租赁成本的前期成本及(b)聘请额外项目管理人员的前期成本,以支持公司的业务扩展;约19.8%将用于扩充人手以支持各地区增长;约5.0%将用于集团资讯系统及内部流程的升级及数字化;约10.0%将用作公司的一般营运资金用途",散户极热/易拥挤,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,46,2026/01/12,"发售以供认购,发售以供配售",是,否,,2828.24,125000000.0,125000000.0,125000000.0,125000000.0,12500000.0,12500000.0,112500000.0,112500000.0,,,,,,0,,,,,23328000,75000000.0,75000000.0,0.0000,25000000.0,HKD,0.0100000000,HKD,,10745.13,,1.01
1641.HK,,1641.HK,红星冷链,红星冷链,已上市0-180D,,,,,,2025-12-31 00:00:00,2025-12-31 00:00:00,2026-01-08 00:00:00,2025-12-31 00:00:00,2026-01-12 00:00:00,2026-01-13 00:00:00,2026-01-13,主板,,,12.26,12.26,12.26,,500.0,,6191830000.0,252330000.0,7.6559343162963,2309.25,1.65,,,,,,,,,,,,,,,"约57.5%将用于在未来四年新建一座加工厂及扩建冷冻食品仓储仓库,配备加工设备及系统,以为客户提供冷冻食品加工服务。约12.8%将用于升级公司现有业务中使用的设备、信息技术基础设施及软件,包括投资人工智能技术以赋能公司的运营及客户。约19.7%将用于在未来四年寻求战略收购及合作伙伴关系,以完善公司的产业一体化,从而巩固公司于全冷链生态系统中的地位。约10.0%将用作营运资金及其他一般公司用途。",散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,45,2026/01/12,"发售以供认购,发售以供配售",是,否,,6191.83,23263000.0,23263000.0,23263000.0,23263000.0,2326500.0,2326500.0,20936500.0,20936500.0,,,,,,,,,,,1781000,285204380.0,285204380.0,0.0000,32874380.0,HKD,1.0000000000,CNY,,2309.25,,1.65
3986.HK,,3986.HK,兆易创新,兆易创新,已上市0-180D,,,,,,2025-12-31 00:00:00,2025-12-31 00:00:00,2026-01-08 00:00:00,2026-01-09 00:00:00,2026-01-12 00:00:00,2026-01-13 00:00:00,2026-01-13,主板,,,132.0,162.0,162.0,1.0,100.0,,16363380000.0,5307900000.0,43.287092030517,542.22,18.52,,,,,,,,,,,,,,,"约40.0%将用于持续提升公司的研发能力。约35.0%将用于战略性行业相关投资及收购。约9.0%将用于公司的全球战略扩张及加强公司的全球影响力,包括加强公司的全球营销及服务网络。约6.0%将用于提高营运效率。约10.0%将用于营运资金及其他一般企业用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,44,2026/02/08,"发售以供认购,发售以供配售",是,否,,16363.38,28915800.0,28915800.0,33686800.0,33253100.0,2891600.0,2891600.0,26024200.0,26024200.0,,,,,4771000,4337300,,,,,14394300,5387002200.0,4684359600.0,702642600.0000,79102200.0,HKD,1.0000000000,CNY,,542.22,,18.52
0501.HK,,0501.HK,豪威集团,豪威集团,已上市0-180D,,,,,,2025-12-31 00:00:00,2025-12-31 00:00:00,2026-01-07 00:00:00,2026-01-08 00:00:00,2026-01-09 00:00:00,2026-01-12 00:00:00,2026-01-12,主板,,,,104.8,104.8,,100.0,,10585690000.0,5204400000.0,40.874557311529,9.28,9.73,,,,,,,,,,,,,,,"约70%将在未来五至十年用于投资关键技术的研发,保证公司在先进传感技术、先进显示技术及模拟解决方案的持续领先地位。约10%将在未来五至十年用于强化全球市场渗透及业务扩张。约10%将用于战略投资及╱或收购,重点聚焦能与公司现有产品组合产生协同效应、提升公司的设计能力、工艺技术与供应链能力及支持向新兴领域(例如中国、日本及韩国的运动相机及机器人)横向拓展的投资和收购机遇。约10%将用于营运资金及一般公司用途。",公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,47,2026/02/06,"发售以供认购,发售以供配售",是,否,,10585.69,45800000.0,45800000.0,52670000.0,50741100.0,4580000.0,4580000.0,41220000.0,41220000.0,,,,,6870000,4941100,,,,,20740200,5317667280.0,4799840000.0,517827280.0000,113267280.0,HKD,1.0000000000,CNY,,9.28,,9.73
3636.HK,,3636.HK,金浔资源,金浔资源,已上市0-180D,,,,,,2025-12-31 00:00:00,2025-12-31 00:00:00,2026-01-06 00:00:00,2025-12-31 00:00:00,2026-01-08 00:00:00,2026-01-09 00:00:00,2026-01-09,主板,,,30.0,30.0,30.0,,200.0,,6060510000.0,1206330000.0,36.960861297433,143.46,12.78,,,,,,,,,,,,,,,"约80%的所得款项净额将用于扩展公司的核心业务。约10%的所得款项净额将用于偿还公司若干计息银行借款,该等借款用作营运资金。约10%的所得款项净额将用于营运资金及一般公司用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,48,2026/02/05,"发售以供认购,发售以供配售",是,否,,6060.51,36765600.0,36765600.0,42280400.0,42280400.0,3676600.0,3676600.0,33089000.0,33089000.0,,,,,5514800,5514800,,,,,15627200,1268412000.0,1102968000.0,165444000.0000,62082000.0,HKD,1.0000000000,CNY,,143.46,,12.78
6938.HK,,6938.HK,瑞博生物-B,瑞博生物-B,已上市0-180D,,,,,,2025-12-31 00:00:00,2025-12-31 00:00:00,2026-01-06 00:00:00,2025-12-31 00:00:00,2026-01-08 00:00:00,2026-01-09 00:00:00,2026-01-09,主板,,,57.97,57.97,57.97,,200.0,,11710930000.0,1964270000.0,36.918116847034,101.06,16.7,,,,,,,,,,,,,,,约37.4%将用于核心产品RBD4059的研发;约19.6%将用于RBD5044的研发;约15.9%将用于RBD1016的研发;约10.1%将为研发处于临床前申报试验阶段的管线资产;约8.9%将分配用于推进公司尚未进入临床前申报试验阶段的临床前资产的开发及加强公司的技术平台;约8.1%将用于营运资金及其他一般公司用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,49,2026/02/05,"发售以供认购,发售以供配售",是,否,,11710.93,27487400.0,31610400.0,31610400.0,36351800.0,2748800.0,2748800.0,24738600.0,28861600.0,,,,,4123000,4741400,,,,,13420400,2107313846.0,1832454888.0,274858958.0000,143043846.0,HKD,1.0000000000,CNY,,101.06,,16.7
0100.HK,,0100.HK,MINIMAX-W,MINIMAX-W,已上市0-180D,,,,,,2025-12-31 00:00:00,2025-12-31 00:00:00,2026-01-06 00:00:00,2026-01-07 00:00:00,2026-01-08 00:00:00,2026-01-09 00:00:00,2026-01-09,主板,,,151.0,165.0,165.0,1.0,20.0,,3333280000.0,5293390000.0,49.152461607923,1837.17,36.76,,,,,,,,,,,,,,,"约90%所得款项净额将用于公司未来五年的研发,包括开发公司的大模型和公司的AI原生产品。约10.0%所得款项净额将被分配至营运资金及一般企业用途。",散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,50,2026/01/11,"发售以供认购,发售以供配售",是,否,,3333.28,25389220.0,29197600.0,29768860.0,33577240.0,1269480.0,5077860.0,24119740.0,24119740.0,,,,,4379640,4379640,,,,,16504040,5540244600.0,4817604000.0,722640600.0000,246854600.0,HKD,0.0001000000,USD,,1837.17,,36.76
2675.HK,,2675.HK,精锋医疗-B,精锋医疗-B,已上市0-180D,,,,,,2025-12-30 00:00:00,2025-12-30 00:00:00,2026-01-05 00:00:00,2025-12-30 00:00:00,2026-01-07 00:00:00,2026-01-08 00:00:00,2026-01-08,主板,,,43.24,43.24,43.24,,100.0,,4367610000.0,1289200000.0,42.328696224965,1091.94,25.18,,,,,,,,,,,,,,,约42.0%分配至核心产品的进行中和规划中的研发;约20.0%将用于公司核心产品的商业化;约10.0%将用于扩大产能;约8.0%分配至其他产品和在研产品;约10.0%的所得款项净额将用于手术机器人行业及相关领域的潜在策略收购、投资或合作;约10.0%的所得款项净额将用于营运资金及一般企业用途。,散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,51,2026/02/04,"发售以供认购,发售以供配售",是,否,,4367.61,27722200.0,27722200.0,31880500.0,31880500.0,2772300.0,2772300.0,24949900.0,24949900.0,,,,,4158300,4158300,,,,,13494600,1378512820.0,1198707928.0,179804892.0000,89312820.0,HKD,1.0000000000,CNY,,1091.94,,25.18
9903.HK,,9903.HK,天数智芯,天数智芯,已上市0-180D,,,,,,2025-12-30 00:00:00,2025-12-30 00:00:00,2026-01-05 00:00:00,2025-12-30 00:00:00,2026-01-07 00:00:00,2026-01-08 00:00:00,2026-01-08,主板,,,144.6,144.6,144.6,,100.0,,14605830000.0,3509300000.0,43.018189825337,414.24,10.68,,,,,,,,,,,,,,,约80.0%将用于研发公司的产品及解决方案;约10.0%将于未来五年内用于销售及市场推广;约10.0%将用于营运资金及一般企业用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,53,2026/01/07,"发售以供认购,发售以供配售",是,否,,14605.83,25431800.0,25431800.0,25431800.0,25431800.0,2543200.0,2543200.0,22888600.0,22888600.0,,,,,,,,,,,10940300,3677438280.0,3677438280.0,0.0000,168138280.0,HKD,1.0000000000,CNY,,414.24,,10.68
2513.HK,,2513.HK,智谱,智谱,已上市0-180D,,,,,,2025-12-30 00:00:00,2025-12-30 00:00:00,2026-01-05 00:00:00,2025-12-30 00:00:00,2026-01-07 00:00:00,2026-01-08 00:00:00,2026-01-08,主板,,,116.2,116.2,116.2,,100.0,,11737190000.0,4806000000.0,59.679683215438,1159.46,15.28,,,,,,,,,,,,,,,约70.0%将用于持续增强公司在通用AI大模型方面的研发能力;约10.0%将用于通过提供最新的基座模型以及训练╱推理工具及基础设施持续优化公司的MaaS平台;约10.0%将用于发展业务合作伙伴网络以及进行战略投资;约10.0%将用于营运资金及其他一般企业用途。,散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,52,2026/02/04,"发售以供认购,发售以供配售",是,否,,11737.19,37419500.0,37419500.0,43032400.0,43032400.0,1871000.0,7483900.0,35548500.0,29935600.0,,,,,5612900,5612900,,,,,25681600,5000364880.0,4348145900.0,652218980.0000,194364880.0,HKD,0.1000000000,CNY,,1159.46,,15.28
6082.HK,,6082.HK,壁仞科技,壁仞科技,已上市0-180D,,,,,,2025-12-22 00:00:00,2025-12-22 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-31 00:00:00,2026-01-02 00:00:00,2026-01-02,主板,,,17.0,19.6,19.6,1.0,200.0,,3959540000.0,6196400000.0,45.158768155442,2347.53,25.95,,,,,,,,,,,,,,,约85.0%将用于日后研发公司的智能计算解决方案;约5.0%将用于公司智能计算解决方案的商业化;约10.0%将用作营运资金及一般公司用途。,散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,54,2026/01/28,"发售以供认购,发售以供配售",是,否,,3959.54,247692800.0,284846600.0,284846600.0,327573400.0,12384800.0,49538600.0,235308000.0,235308000.0,,,,,37153800,42726800,,,,,147926400,6420438640.0,5582993360.0,837445280.0000,224038640.0,HKD,0.0200000000,CNY,,2347.53,,25.95
3696.HK,,3696.HK,英矽智能,英矽智能,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-18 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30,主板,,,24.05,24.05,24.05,,500.0,,12146270000.0,2350300000.0,34.168458544457,1427.37,26.27,,,,,,,,,,,,,,,所得款项净额约48.0%用于为公司关键临床阶段管线候选药物的进一步临床研发提供资金。所得款项净额约15.0%用于开发新的生成式AI模型及相关的验证研究工作。所得款项净额约12.0%用于进一步开发及扩展公司的自动化实验室。所得款项净额约20.0%将用于为早期药物发现及开发(包括公司其他管线候选药物的临床前及临床阶段)的研发提供资金。所得款项净额约5.0%将用作营运资金及其他一般公司用途。,散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,59,2026/01/16,"发售以供认购,发售以供配售",是,否,,12146.27,94690500.0,94690500.0,108894000.0,108894000.0,9469500.0,9469500.0,85221000.0,85221000.0,,,,,14203500,14203500,,,,,37204500,2618900700.0,2277306525.0,341594175.0000,268600700.0,HKD,0.0000005000,USD,,1427.37,,26.27
3317.HK,,3317.HK,迅策,迅策,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-24 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30,主板,,,48.0,55.0,48.0,0.0,100.0,,5555470000.0,974710000.0,28.257641018636,7.24,3.1,,,,,,,,,,,,,,,所得款项净额约80%将用于公司解决方案的正持续进行和未来的研发工作;所得款项净额约10%将用于提升营销能力;所得款项净额的其余10%将分配作营运资金及其他一般业务用途。,公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,55,2026/01/23,"发售以供认购,发售以供配售",是,否,,5555.47,22500000.0,22500000.0,25875000.0,22694400.0,2250000.0,2250000.0,20250000.0,20250000.0,,,,,3375000,194400,,,,,6412700,1089331200.0,1080000000.0,9331200.0000,114621200.0,HKD,1.0000000000,CNY,,7.24,,3.1
6600.HK,,6600.HK,卧安机器人,卧安机器人,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-24 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30,主板,,,63.0,81.0,73.8,0.5999999999999999,100.0,,8181690000.0,1769360000.0,37.40746670015,254.5,8.9,,,,,,,,,,,,,,,"约66.5%将用于持续提升公司的研发能力,以进一步开发与公司家庭机器人系统相关的关键技术及产品;约19.8%将用于扩大公司的销售渠道及地区覆盖及提升公司品牌的全球知名度;约3.8%将用于偿还(i)按年利率2.24%计息的中信银行部分未偿还定期贷款及(ii)按年利率2.24%计息的中国银行部分未偿还定期贷款;约10.0%将用作一般营运资金及公司用途。",公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,56,2026/01/22,"发售以供认购,发售以供配售",是,否,,8181.69,22222300.0,22222300.0,25555600.0,25356100.0,2222300.0,2222300.0,20000000.0,20000000.0,,,,,3333300,3133800,,,,,9484500,1871280180.0,1640005740.0,231274440.0000,101920180.0,HKD,0.1000000000,CNY,,254.5,,8.9
2671.HK,,2671.HK,美联股份,美联股份,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-24 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30,主板,,,7.1,9.16,7.1,0.0,300.0,,2775710000.0,139890000.0,29.485858238864,146.25,1.48,,,,,,,,,,,,,,,"所得款项净额的约37.7%将用于资本投资,包括兴建生产设施及购置设备,以提升公司的生产能力及运营效率。所得款项净额的约26.7%将分配用于拨付与新项目有关的预付费用。所得款项净额的约12.3%将拨作支持销售及市场推广发展,包括成立销售和运营团队以及将公司的农业仓储产品商业化。所得款项净额的约9.3%将预留用作选择性收购及投资,旨在巩固公司的供应链及提升公司的技术能力。所得款项净额的约9.0%将分配用于增强公司的研发能力,注重产品和技术提升。约5.0%将分配用于营运资金及一般企业用途,以支援公司的日常运营及维持财务灵活性。",公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,60,2025/12/29,"发售以供认购,发售以供配售",是,否,,2775.71,24600000.0,24600000.0,28290000.0,24600000.0,2460000.0,2460000.0,22140000.0,22140000.0,,,,,3690000,0,,,,,7252800,174660000.0,174660000.0,0.0000,34770000.0,HKD,1.0000000000,CNY,,146.25,,1.48
6651.HK,,6651.HK,五一视界,五一视界,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-18 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30,主板,,,30.5,30.5,30.5,,200.0,,6161510000.0,649900000.0,,256.01,2.6,,,,,,,,,,,,,,,所得款项净额约80.0%预期将用于公司的研发举措；所得款项净额约10.0%预期将用于中国及海外的营销活动；所得款项净额约10.0%预期将用于营运资金及一般企业用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,57,2026/01/22,"发售以供认购,发售以供配售",是,否,,6161.51,23975200.0,23975200.0,27571400.0,23975200.0,1198800.0,4795200.0,22776400.0,19180000.0,,,,,3596200,0,,,,,,731243600.0,731243600.0,0.0000,81343600.0,HKD,1.0000000000,CNY,,256.01,,2.6
2657.HK,,2657.HK,林清轩,林清轩,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-18 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30,主板,,,77.77,77.77,77.77,,50.0,,3927720000.0,1155600000.0,38.632589984475,1235.81,19.79,,,,,,,,,,,,,,,"20.0%品牌价值塑造与传播;20.0%提升全渠道销售网络的深化构建;15.0%加强生产及供应链能力;15.0%技术研发及产品组合开拓;15.0%内生孵化与外延并购双轮驱动,打造品牌矩阵;5.0%运营及信息基础设施数字化、智能化建设;10.0%营运资金及一般公司用途。",散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,58,2026/01/22,"发售以供认购,发售以供配售",是,否,,3927.72,13966450.0,13966450.0,16061400.0,16061400.0,1396650.0,1396650.0,12569800.0,12569800.0,,,,,2094950,2094950,,,,,6204700,1249095078.0,1086170816.5,162924261.5000,93495078.0,HKD,0.2000000000,CNY,,1235.81,,19.79
3378.HK,,3378.HK,翰思艾泰-B,翰思艾泰-B,已上市0-180D,,,,,,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-23 00:00:00,2025-12-23,主板,,,28.0,32.0,32.0,1.0,100.0,,3232270000.0,531300000.0,15.925986572785,3074.09,5.78,,,,,,,,,,,,,,,约35%将用于公司的核心产品(即HX009)的研发;约33%将用于公司的主要产品(即HX301及HX044)的研发;约17%将用于公司其他重要产品的研发;约5%将用于为商业化及╱或业务发展活动提供资金;约10%将用于营运资金及其他一般企业用途。,散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,61,2026/01/23,"发售以供认购,发售以供配售",是,否,,3232.27,18321000.0,18321000.0,21069100.0,18321000.0,1832100.0,1832100.0,16488900.0,16488900.0,,,,,2748100,0,,,,,2917800,586272000.0,586272000.0,0.0000,54972000.0,HKD,0.1000000000,CNY,,3074.09,,5.78
2635.HK,,2635.HK,诺比侃,诺比侃,已上市0-180D,,,,,,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-23 00:00:00,2025-12-23,主板,,,80.0,106.0,80.0,0.0,50.0,,5353450000.0,257430000.0,,188.74,2.08,,,,,,,,,,,,,,,"约40.0%将用于进行及加强公司核心技术的继续研究,以巩固公司的技术能力以及产品及服务功能的基础;约40.0%将用于建设公司的研发技术中心和新总部基地;约10.0%将用于寻求潜在的战略投资及收购机会,以实施公司优化产品及解决方案的长期增长策略,并扩大及╱或渗透公司覆盖的终端客户行业;约10.0%将用作营运资金及一般公司用途。",公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,62,2026/01/19,"发售以供认购,发售以供配售",是,否,,5353.45,3786600.0,3786600.0,4354550.0,3786600.0,378700.0,378700.0,3407900.0,3407900.0,,,,,567950,0,,,,,,302928000.0,302928000.0,0.0000,45498000.0,HKD,0.1000000000,CNY,,188.74,,2.08
