security_key,temp_code,code,name,issuer_name,lifecycle_stage,application_date,a1_date,application_status,application_status_update_date,hearing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_result_date,expected_listing_date,listing_date,board,industry,sub_industry,offer_price_low,offer_price_high,issue_price,final_price_position,board_lot,fundraising_amount_hkd,market_cap_at_ipo_hkd,net_proceeds_hkd,issue_pe,public_subscription_multiple,international_subscription_multiple,one_lot_success_rate,clawback_ratio,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_shares,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,sponsor_names,overall_coordinator_names,bookrunner_names,underwriter_names,proceeds_use,primary_signal,primary_action,data_completeness_score,next_data_action,source_files,ballot_applications_a_raw,ballot_applications_b_raw,ballot_applications_other_raw,ballot_applications_total_raw,ballot_subscription_a_raw,ballot_subscription_b_raw,ballot_subscription_other_raw,ballot_subscription_total_raw,ballot_success_a_raw,ballot_success_b_raw,ballot_success_other_raw,ballot_success_total_raw,ballot_valid_applications_a_raw,ballot_valid_applications_b_raw,ballot_valid_applications_other_raw,ballot_valid_applications_total_raw,cornerstone_shares_from_first_issue,global_offer_shares_ex_oa_or_exercised_raw,global_offer_shares_final_base,global_offer_shares_initial,global_offer_shares_with_oa,gross_proceeds_base_hkd,gross_proceeds_oa_hkd,gross_proceeds_with_oa_hkd,has_public_offer,international_offer_shares_final,international_offer_shares_initial,international_subscription_multiple_first_issue,is_transfer_or_intro_raw,listing_expenses_hkd,market_cap_at_ipo_hkd_mn,number,offer_currency,offer_type,one_lot_success_rate_pct_input,other_offer_shares_final_raw,other_offer_shares_initial_raw,over_allotment_exercised_shares,over_allotment_option_shares,par_value,par_value_currency,placing_or_reserved_shares_final_raw,placing_or_reserved_shares_initial_raw,public_offer_shares_final,public_offer_shares_initial,public_subscription_multiple_first_issue,reserved_f007,reserved_f026,reserved_f037,reserved_f038,reserved_f051,result_or_latest_date_raw,sale_shares_final_raw,sale_shares_initial_raw
6600.HK,,6600.HK,卧安机器人,卧安机器人,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-24 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30 00:00:00,主板,家用电器；非必需性消费,非日常生活消费品,63.0,81.0,73.8,0.5999999999999999,100.0,,8181690000.0,1769360000.0,37.40746670015,254.5,8.9,0.07,,"HACF, L.P.；Cithara Global Multi-Strategy SPC；Infini Global Master Fund；China Orient Enhanced Income Fund；Wind Sabre Opportunities Fund SP；Yield Royal Investment Holding (Singapore) PTE. LTD.；Sage Partners Master Fund；China Orient Multi-Strategy Master Fund；Sage Sunshine 1 Limited",9,699998510.2,,0.4267,6.0,2026-06-30 00:00:00,长线基金,,,,,"约66.5%将用于持续提升公司的研发能力,以进一步开发与公司家庭机器人系统相关的关键技术及产品;约19.8%将用于扩大公司的销售渠道及地区覆盖及提升公司品牌的全球知名度;约3.8%将用于偿还(i)按年利率2.24%计息的中信银行部分未偿还定期贷款及(ii)按年利率2.24%计息的中国银行部分未偿还定期贷款;约10.0%将用作一般营运资金及公司用途。",公开认购强；一手中签偏低；基石支持；长线基金,一级可重点参与；若首日高开过多，二级等回踩确认,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,87022.0,2913.0,0.0,89935.0,10820.7442,2913.0,0.0,13733.7442,28.0,207.0,0.0,235.0,2715.0,68511.0,0.0,71226.0,9484500,25356100.0,22222300.0,22222300.0,25555600.0,1640005740.0,231274440.0000,1871280180.0,是,20000000.0,20000000.0,8.9,否,101920180.0,8181.69,56,HKD,"发售以供认购,发售以供配售",7.0,,,3133800,3333300,0.1000000000,CNY,,,2222300.0,2222300.0,254.5,,,,,,2026/01/22,,
2671.HK,,2671.HK,美联股份,美联股份,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-24 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30 00:00:00,主板,建筑与工程；地产建筑业,工业,7.1,9.16,7.1,0.0,300.0,,2775710000.0,139890000.0,29.485858238864,146.25,1.48,0.0075,,"Logic Selective Value Investment Funds SPC；彩云控股有限公司；Tiny Jade Holdings (HK) Co., Limited；吴兴华",4,51500000.0,,0.2949,6.0,2026-06-30 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,"所得款项净额的约37.7%将用于资本投资,包括兴建生产设施及购置设备,以提升公司的生产能力及运营效率。所得款项净额的约26.7%将分配用于拨付与新项目有关的预付费用。所得款项净额的约12.3%将拨作支持销售及市场推广发展,包括成立销售和运营团队以及将公司的农业仓储产品商业化。所得款项净额的约9.3%将预留用作选择性收购及投资,旨在巩固公司的供应链及提升公司的技术能力。所得款项净额的约9.0%将分配用于增强公司的研发能力,注重产品和技术提升。约5.0%将分配用于营运资金及一般企业用途,以支援公司的日常运营及维持财务灵活性。",公开认购强；一手中签极低；基石支持；产业方；长线基金；主权/国资；上市公司关联,一级可重点参与；若首日高开过多，二级等回踩确认,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,53443.0,214.0,0.0,53657.0,2815.0513,214.0,0.0,3029.0513,68.0,163.0,0.0,231.0,10215.0,20300.0,0.0,30515.0,7252800,24600000.0,24600000.0,24600000.0,28290000.0,174660000.0,0.0000,174660000.0,是,22140000.0,22140000.0,1.48,否,34770000.0,2775.71,53,HKD,"发售以供认购,发售以供配售",0.75,,,0,3690000,1.0000000000,CNY,,,2460000.0,2460000.0,146.25,,,,,,2025/12/29,,
6651.HK,,6651.HK,五一视界,五一视界,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-18 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30 00:00:00,主板,资讯科技业,信息技术,30.5,30.5,30.5,,200.0,,6161510000.0,649900000.0,,256.01,2.6,0.1,,,,0.0,,0.0,,,,,,,,所得款项净额约80.0%预期将用于公司的研发举措；所得款项净额约10.0%预期将用于中国及海外的营销活动；所得款项净额约10.0%预期将用于营运资金及一般企业用途。,公开认购强；一手中签偏低,可小额/选择性参与；二级等首日浮筹释放,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,43820.0,682.0,0.0,44502.0,9831.6006,682.0,0.0,10513.6006,48.0,252.0,0.0,300.0,5115.0,18897.0,0.0,24012.0,,23975200.0,23975200.0,23975200.0,27571400.0,731243600.0,0.0000,731243600.0,是,19180000.0,22776400.0,2.6,否,81343600.0,6161.51,57,HKD,"发售以供认购,发售以供配售",10.0,,,0,3596200,1.0000000000,CNY,,,4795200.0,1198800.0,256.01,,,,,,2026/01/22,,
2657.HK,,2657.HK,林清轩,林清轩,已上市0-180D,,,,,,2025-12-18 00:00:00,2025-12-18 00:00:00,2025-12-23 00:00:00,2025-12-18 00:00:00,2025-12-29 00:00:00,2025-12-30 00:00:00,2025-12-30 00:00:00,主板,个人护理用品；医疗保健业,日常消费品,77.77,77.77,77.77,,50.0,,3927720000.0,1155600000.0,38.632589984475,1235.81,19.79,0.02,,"Fidelity China Special Situations PLC、China Consumer、China Innovation及若干其他第三方基金；Mega Prime Development Limited；Duckling Fund, L.P.；正心谷资本；Syner Success Capital Ltd.；大家人寿保险股份有限公司；Yield Royal Investment Holding (Singapore) PTE. LTD.",7,482557780.0,,0.4443,6.0,2026-06-30 00:00:00,产业方；长线基金,,,,,"20.0%品牌价值塑造与传播;20.0%提升全渠道销售网络的深化构建;15.0%加强生产及供应链能力;15.0%技术研发及产品组合开拓;15.0%内生孵化与外延并购双轮驱动,打造品牌矩阵;5.0%运营及信息基础设施数字化、智能化建设;10.0%营运资金及一般公司用途。",散户极热/易拥挤；一手中签极低；基石支持；产业方；长线基金,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,159642.0,10070.0,0.0,169712.0,14026.8194,10070.0,0.0,24096.8194,33.0,13.0,0.0,46.0,5455.0,60766.0,0.0,66221.0,6204700,16061400.0,13966450.0,13966450.0,16061400.0,1086170816.5,162924261.5000,1249095078.0,是,12569800.0,12569800.0,19.79,否,93495078.0,3927.72,52,HKD,"发售以供认购,发售以供配售",2.0,,,2094950,2094950,0.2000000000,CNY,,,1396650.0,1396650.0,1235.81,,,,,,2026/01/22,,
3378.HK,,3378.HK,翰思艾泰-B,翰思艾泰-B,已上市0-180D,,,,,,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-23 00:00:00,2025-12-23 00:00:00,主板,生物科技；医疗保健业,医疗保健,28.0,32.0,32.0,1.0,100.0,,3232270000.0,531300000.0,15.925986572785,3074.09,5.78,0.01,,富德资源投资控股集团有限公司；Sage Partners Master Fund；国泰君安证券投资(香港)有限公司及国泰海通证券股份有限公司；TFI Investment Fund SPC；Main Source Capital Limited；YStem Holding Limited；春雷资本有限公司,7,93369600.0,,0.15940000000000001,6.0,2026-06-23 00:00:00,产业方；长线基金；上市公司关联,,,,,约35%将用于公司的核心产品(即HX009)的研发;约33%将用于公司的主要产品(即HX301及HX044)的研发;约17%将用于公司其他重要产品的研发;约5%将用于为商业化及╱或业务发展活动提供资金;约10%将用于营运资金及其他一般企业用途。,散户极热/易拥挤；一手中签极低；基石支持；产业方；长线基金；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,128426.0,11278.0,0.0,139704.0,9015.7446,8564.584,0.0,17580.3286,32.0,8.0,0.0,40.0,6115.0,44160.0,0.0,50275.0,2917800,18321000.0,18321000.0,18321000.0,21069100.0,586272000.0,0.0000,586272000.0,是,16488900.0,16488900.0,5.78,否,54972000.0,3232.27,60,HKD,"发售以供认购,发售以供配售",1.0,,,0,2748100,0.1000000000,CNY,,,1832100.0,1832100.0,3074.09,,,,,,2026/01/23,,
2635.HK,,2635.HK,诺比侃,诺比侃,已上市0-180D,,,,,,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-23 00:00:00,2025-12-23 00:00:00,主板,资讯科技业,信息技术,80.0,106.0,80.0,0.0,50.0,,5353450000.0,257430000.0,,188.74,2.08,0.03,,,,0.0,,0.0,,,,,,,,"约40.0%将用于进行及加强公司核心技术的继续研究,以巩固公司的技术能力以及产品及服务功能的基础;约40.0%将用于建设公司的研发技术中心和新总部基地;约10.0%将用于寻求潜在的战略投资及收购机会,以实施公司优化产品及解决方案的长期增长策略,并扩大及╱或渗透公司覆盖的终端客户行业;约10.0%将用作营运资金及一般公司用途。",公开认购强；一手中签偏低,一级可重点参与；若首日高开过多，二级等回踩确认,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,32605.0,446.0,0.0,33051.0,3403.4256,446.0,0.0,3849.4256,32.0,103.0,0.0,135.0,3255.0,21187.0,0.0,24442.0,,3786600.0,3786600.0,3786600.0,4354550.0,302928000.0,0.0000,302928000.0,是,3407900.0,3407900.0,2.08,否,45498000.0,5353.45,58,HKD,"发售以供认购,发售以供配售",3.0,,,0,567950,0.1000000000,CNY,,,378700.0,378700.0,188.74,,,,,,2026/01/19,,
2661.HK,,2661.HK,轻松健康,轻松健康,已上市0-180D,,,,,,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-18 00:00:00,2025-12-15 00:00:00,2025-12-22 00:00:00,2025-12-23 00:00:00,2025-12-23 00:00:00,主板,保险经纪商；非必需性消费,金融,22.68,22.68,22.68,,200.0,,4581750000.0,513420000.0,18.092690278824,1421.47,2.9,0.06,,广东横琴粤澳深度合作区澳琴合鸣投资合伙企业(有限合伙),1,108904824.0,,0.1809,6.0,2026-06-23 00:00:00,长线基金,,,,,"所得款项净额的约40.0%,将用于提升公司的品牌知名度、提高用户参与度及加强与业务合作伙伴的合作。所得款项净额的约20.0%,将用于医学研究和真实世界研究。所得款项净额的约20.0%,将用于提升公司在AI及大数据领域的技术能力,以便更广泛应用于公司的产品及服务。所得款项净额的约10.0%,将用于拓展至更多地区及海外市场。所得款项净额的约10.0%,用作营运资金及其他一般公司用途。",散户极热/易拥挤；一手中签偏低；基石支持；长线基金,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,106191.0,5703.0,0.0,111894.0,6656.7326,5703.0,0.0,12359.7326,25.0,15.0,0.0,40.0,3265.0,52135.0,0.0,55400.0,4801800,26540000.0,26540000.0,26540000.0,30521000.0,601927200.0,0.0000,601927200.0,是,23886000.0,23886000.0,2.9,否,88507200.0,4581.75,59,HKD,"发售以供认购,发售以供配售",6.0,,,0,3981000,0.0001000000,USD,,,2654000.0,2654000.0,1421.47,,,,,,2026/01/18,,
2691.HK,,2691.HK,南华期货股份,南华期货股份,已上市0-180D,,,,,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-22 00:00:00,主板,金融业,金融,12.0,16.0,12.0,0.0,500.0,,8080680000.0,1202950000.0,,1.91,0.99,0.7464,,,,0.0,,0.0,,,,,,,,约30%将用于增加公司香港经营业务的资本基础;约30%将用于增加公司于英国经营业务的资本基础;约20%将用于增加公司于美国经营业务的资本基础;约10%将用于增加公司于新加坡经营业务的资本基础;约10%将用作一般企业用途及补充公司境外经营业务的营运资金。,公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,7474.0,5.0,0.0,7479.0,6037.8632,5.0,0.0,6042.8632,1735.0,7800.0,0.0,9535.0,2455.0,7800.0,0.0,10255.0,,107659000.0,107659000.0,107659000.0,123807500.0,1291908000.0,0.0000,1291908000.0,是,91510500.0,96893000.0,0.99,否,88958000.0,8080.68,63,HKD,"发售以供认购,发售以供配售",74.64,,,0,16148500,1.0000000000,CNY,,,16148500.0,10766000.0,1.91,,,,,,2026/01/16,,
2695.HK,,2695.HK,印象大红袍,印象大红袍,已上市0-180D,,,,,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-22 00:00:00,主板,非必需性消费,非日常生活消费品,3.47,4.1,3.6,0.20634920634920637,1000.0,,4141350000.0000005,103640000.0,,3397.48,1.91,0.008,,,,0.0,,0.0,,,,,,,,"占全球发售所得款项净额约23.0%,将用于升级公司的标志性演出《印象·大红袍》山水实景演出,包括根据集团于2024年12月有条件采纳的《印象大红袍实景演艺升级改造方案》进行(i)硬件检修;(ii)演出内容升级;及(iii)演出场馆检修。占全球发售所得款项净额约28.6%,将适用于(i)于2025年进一步发展印象建州美食主题街区,将其转化为一个充满活力的景点,向旅客提供现有服务项目以外的演出艺术体验。占全球发售所得款项净额约20.0%,将用于通过向现有文化旅游演出项目注入公司的管理经验和创新的运营模式,取得另一个优质文化旅游演出项目。占全球发售所得款项净额约11.0%,将用于提升品牌形象及扩大业务影响力的宣传工作,特别是提高升级后的标志性演出、新演出《月映武夷》、印象文旅小镇和茶汤酒店的知名度。占全球发售所得款项净额约7.4%,将用于升级公司的票务管理系统及软件,旨在(i)实现各业务分部服务组合和运营数据的无缝整合;(ii)于各业务分部实行实时监控,确保数据呈列一致;(iii)实现数据驱动管理和营销;及(iv)利用运营数据,为管理层决策提供意见。占全球发售所得款项净额约10.0%,将用作营运资金和其他一般企业用途。",散户极热/易拥挤；一手中签极低,可小额/选择性参与；二级等首日浮筹释放,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,109770.0,4840.0,0.0,114610.0,1806.3497,1611.808,0.0,3418.1577,33.0,3.0,0.0,36.0,7315.0,4805.0,0.0,12120.0,,36100000.0,36100000.0,36100000.0,41515000.0,129960000.0,0.0000,129960000.0,是,32490000.0,32490000.0,1.91,否,26320000.0,4141.35,64,HKD,"发售以供认购,发售以供配售",0.8,,,0,5415000,1.0000000000,CNY,,,3610000.0,3610000.0,3397.48,,,,,,2025/12/19,,
2581.HK,,2581.HK,明基医院,明基医院,已上市0-180D,,,,,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-22 00:00:00,主板,保健护理服务；医疗保健业,医疗保健,9.34,11.68,9.34,0.0,500.0,,5898900000.0,554500000.0,49.629850746269,6.28,1.28,0.5001,,禾荣科技股份有限公司；合富(中国)医疗科技股份有限公司；苏州市战兴投产业基金合伙企业(有限合伙),3,310573680.0,,0.49629999999999996,6.0,2026-06-22 00:00:00,产业方；长线基金；上市公司关联,,,,,约74.3%将拨作扩建及升级现有医院的资金。16.0%将拨作潜在投资及并购机会的资金。8.0%将拨作升级公司‘智慧医院’的资金。1.8%将用作营运资金及一般企业用途。,公开认购弱；基石支持；产业方；长线基金；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,9275.0,16.0,0.0,9291.0,5337.2334,16.0,0.0,5353.2334,127.0,4307.0,0.0,4434.0,3255.0,19900.0,0.0,23155.0,33252000,67000000.0,67000000.0,67000000.0,67000000.0,625780000.0,0.0000,625780000.0,是,60300000.0,60300000.0,1.28,否,71280000.0,5898.9,62,HKD,"发售以供认购,发售以供配售",50.01,,,,,1.0000000000,USD,,,6700000.0,6700000.0,6.28,,,,,,2025/12/19,,
2396.HK,,2396.HK,华芢生物-B,华芢生物-B,已上市0-180D,,,,,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-22 00:00:00,主板,医疗保健业,医疗保健,38.2,51.0,38.2,0.0,200.0,,10302880000.0,599820000.0,,791.95,6.05,0.025,,,,0.0,,0.0,,,,,,,,"所得款项净额的约61.8%,将用于资助公司的核心产品Pro101-1及Pro-101-2的持续临床开发及商业化。所得款项净额的约18.8%将用于通过购买与研发及质量控制活动相关的专业设备及仪器来提升公司的研发能力。所得款项净额的约6.3%将用于支付公司核心产品以外的PDGF产品用于治疗其他适应症(如新鲜创面、压疮及放射性溃疡)的持续临床前研发的第三方服务费、研发人员费用及原材料成本。所得款项净额的约3.1%将用于支付Mes-201、Oli-101及Oli201临床前研发活动的第三方服务费、研发人员费用及原材料成本。所得款项净额的约10.0%用作营运资金及一般公司用途。",公开认购强；一手中签偏低,一级可重点参与；若首日高开过多，二级等回踩确认,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,141939.0,4708.0,0.0,146647.0,4408.9224,3522.3,0.0,7931.2224,26.0,14.0,0.0,40.0,2515.0,24412.0,0.0,26927.0,,17648800.0,17648800.0,17648800.0,20296000.0,674184160.0,0.0000,674184160.0,是,15883800.0,15883800.0,6.05,否,74364160.0,10302.88,61,HKD,"发售以供认购,发售以供配售",2.5,,,0,2647200,1.0000000000,CNY,,,1765000.0,1765000.0,791.95,,,,,,2026/01/18,,
2546.HK,,2546.HK,智汇矿业,智汇矿业,已上市0-180D,,,,,,2025-12-11 00:00:00,2025-12-11 00:00:00,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-19 00:00:00,主板,多种金属与采矿；原材料业,原材料,4.1,4.51,4.51,1.0,1000.0,,4555480000.0,495100000.0,40.784078981895,5248.15,2.68,0.01,,斯派柯国际有限公司；GIGA Industries Limited；Poly Platinum Enterprises Limited,3,224313870.0,,0.40779999999999994,6.0,2026-06-19 00:00:00,长线基金；上市公司关联,,,,,"占全球发售所得款项净额约29.2%,将用于全面提升采矿能力。占全球发售所得款项净额约23.4%,将用于增加公司在西藏采矿权范围内的探矿投资。占全球发售所得款项净额约18.7%,将用于提升选矿生产能力及优化精矿生产能力,以支持公司的可持续增长。占全球发售所得款项净额约14.0%,将用于投资及收购具有增长潜力的资产。占全球发售所得款项净额约7.7%,将于2030年之前用作营运资金及其他一般企业用途。占全球发售所得款项净额约7.0%,将于2026年之前用作偿还银行贷款。",散户极热/易拥挤；一手中签极低；基石支持；长线基金；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,160873.0,16669.0,0.0,177542.0,6338.5442,6230.8918,0.0,12569.436,32.0,8.0,0.0,40.0,6115.0,27598.0,0.0,33713.0,49737000,121952000.0,121952000.0,121952000.0,121952000.0,550003520.0,0.0000,550003520.0,是,109756000.0,109756000.0,2.68,否,54903520.0,4555.48,65,HKD,"发售以供认购,发售以供配售",1.0,,,,,1.0000000000,CNY,,,12196000.0,12196000.0,5248.15,,,,,,2025/12/18,,
3881.HK,,3881.HK,希迪智驾,希迪智驾,已上市0-180D,,,,,,2025-12-11 00:00:00,2025-12-11 00:00:00,2025-12-16 00:00:00,2025-12-11 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-19 00:00:00,主板,应用软件；工业,信息技术,263.0,263.0,263.0,,10.0,,2656520000.0,1309030000.0,38.394927496034,22.55,2.1,0.5,,湖南湘江智骋产业投资基金合伙企业(有限合伙)；南宁智驾一号瑞粤股权投资合伙企业(有限合伙)；前海开源群巍QDII单一资产管理计划；工银瑞信资产管理(国际)有限公司；工银瑞信基金管理有限公司,5,546090570.0,,0.38410000000000005,6.0,2026-06-19 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,所得款项净额中约55%将在未来五年内用于公司的研发。所得款项净额中约15%将用于提高国内外商业化能力及进一步加强公司与国内及全球客户的合作。所得款项净额中约20%将用于旨在进一步整合产业链上下游资源的潜在投资及并购机会。所得款项净额中约10%将用于营运资金及一般公司用途。,基石支持；产业方；长线基金；主权/国资；上市公司关联,中性观察；等待暗盘、首日成交和发行价支撑确认,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,17277.0,76.0,0.0,17353.0,12397.012,76.0,0.0,12473.012,260.0,6135.0,0.0,6395.0,6115.0,70520.0,0.0,76635.0,2076390,5407980.0,5407980.0,5407980.0,6219170.0,1422298740.0,0.0000,1422298740.0,是,4867180.0,5137580.0,2.1,否,113268740.0,2656.52,66,HKD,"发售以供认购,发售以供配售",50.0,,,0,811190,0.1000000000,CNY,,,540800.0,270400.0,22.55,,,,,,2026/01/16,,
3887.HK,,3887.HK,HASHKEY HLDGS,HASHKEY HLDGS,已上市0-180D,,,,,,2025-12-09 00:00:00,2025-12-09 00:00:00,2025-12-12 00:00:00,2025-12-15 00:00:00,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-17 00:00:00,主板,交易与支付处理服务；金融业,金融,5.95,6.95,6.68,0.7299999999999995,400.0,,2808040000.0,1485020781.0,36.202903640484,393.71,5.46,0.1,,Cithara Global Multi-Strategy SPC — Bosideng Industry Investment Fund SP；UBS Asset Management (Singapore) Ltd.；至源控股有限公司；利通发展有限公司；Infini Global Master Fund；富达基金(香港)有限公司；CDH Global Frontier Ventures Limited；Shining Light Grace Limited；Space Z PTE. LTD.,9,583941552.0,,0.3631,6.0,2026-06-17 00:00:00,产业方；长线基金；上市公司关联,,,,,"公司将拨支所得款项净额的约40.0%用于在未来三到五年内升级技术及基础设施。所得款项净额的约40.0%将在未来三到五年用于扩大营运团队、提高知名度及建立生态系统合作伙伴关系。所得款项净额的约10.0%将在未来三到五年用于进一步加强公司的营运及风险管理。所得款项净额余下约10.0%将用于营运资金及一般企业用途,为公司提供更大的财务灵活性,以支持公司的日常营运及应对不断变化的业务需求。",公开认购强；一手中签偏低；基石支持；产业方；长线基金；上市公司关联,一级可重点参与；若首日高开过多，二级等回踩确认,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,84984.0,3608.0,0.0,88592.0,26188.0625,3608.0,0.0,29796.0625,34.0,230.0,0.0,264.0,8365.0,171821.0,0.0,180186.0,87416400,241462400.0,240570000.0,240570000.0,276655200.0,1607007600.0,5961232.0000,1612968832.0,是,216512800.0,216512800.0,5.46,否,127948051.0,2808.04,67,HKD,"发售以供认购,发售以供配售",10.0,,,892400,36085200,0.0000100000,USD,,,24057200.0,24057200.0,393.71,,,,,,2026/01/12,,
2655.HK,,2655.HK,果下科技,果下科技,已上市0-180D,,,,,,2025-12-08 00:00:00,2025-12-08 00:00:00,2025-12-11 00:00:00,2025-12-08 00:00:00,2025-12-15 00:00:00,2025-12-16 00:00:00,2025-12-16 00:00:00,主板,重型电气设备；工业,工业,20.1,20.1,20.1,,100.0,,2030260000.0,809750000.0,8.2510539346226,1890.73,3.63,0.1,,惠开香港经济发展有限公司；雾淞资本有限公司；Dream’ee (Hong Kong) Open-ended Fund Company,3,74250000.0,,0.09490000000000001,6.0,2026-06-16 00:00:00,长线基金；主权/国资,,,,,"约44.0%将用于提升公司的研发能力。约19.0%将用于建设海外运营及服务网络,以支持国际化增长策略。约27.0%将用于扩大公司大型储能系统产品、工商业储能系统产品及户用储能系统产品的产能,从而有效支持公司的成长策略,并大幅降低因现有产能限制所导致的外包依存度。约10.0%将用作营运资金及作其他一般公司用途。",散户极热/易拥挤；一手中签偏低；长线基金；主权/国资,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补上市后0-180D行情、暗盘与卖点监控,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,151327.0,9749.0,0.0,161076.0,151327.0,9749.0,0.0,161076.0,30.0,42.0,0.0,72.0,18990.0,210852.0,0.0,229842.0,3694000,44770400.0,38930800.0,33852900.0,38930800.0,782509080.0,117375960.0000,899885040.0,是,35545500.0,30467600.0,3.63,否,90135040.0,2030.26,68,HKD,"发售以供认购,发售以供配售",10.0,,,5839600,5077900,0.2000000000,CNY,,,3385300.0,3385300.0,1890.73,,,,,,2026/01/09,,
