security_key,temp_code,code,name,issuer_name,lifecycle_stage,application_date,a1_date,application_status,application_status_update_date,hearing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_result_date,expected_listing_date,listing_date,board,industry,sub_industry,offer_price_low,offer_price_high,issue_price,final_price_position,board_lot,fundraising_amount_hkd,market_cap_at_ipo_hkd,net_proceeds_hkd,issue_pe,public_subscription_multiple,international_subscription_multiple,one_lot_success_rate,clawback_ratio,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_shares,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,sponsor_names,overall_coordinator_names,bookrunner_names,underwriter_names,proceeds_use,primary_signal,primary_action,data_completeness_score,next_data_action,source_files,ballot_applications_a_raw,ballot_applications_b_raw,ballot_applications_other_raw,ballot_applications_total_raw,ballot_subscription_a_raw,ballot_subscription_b_raw,ballot_subscription_other_raw,ballot_subscription_total_raw,ballot_success_a_raw,ballot_success_b_raw,ballot_success_other_raw,ballot_success_total_raw,ballot_valid_applications_a_raw,ballot_valid_applications_b_raw,ballot_valid_applications_other_raw,ballot_valid_applications_total_raw,cornerstone_shares_from_first_issue,global_offer_shares_ex_oa_or_exercised_raw,global_offer_shares_final_base,global_offer_shares_initial,global_offer_shares_with_oa,gross_proceeds_base_hkd,gross_proceeds_oa_hkd,gross_proceeds_with_oa_hkd,has_public_offer,international_offer_shares_final,international_offer_shares_initial,international_subscription_multiple_first_issue,is_transfer_or_intro_raw,listing_expenses_hkd,market_cap_at_ipo_hkd_mn,number,offer_currency,offer_type,one_lot_success_rate_pct_input,other_offer_shares_final_raw,other_offer_shares_initial_raw,over_allotment_exercised_shares,over_allotment_option_shares,par_value,par_value_currency,placing_or_reserved_shares_final_raw,placing_or_reserved_shares_initial_raw,public_offer_shares_final,public_offer_shares_initial,public_subscription_multiple_first_issue,reserved_f007,reserved_f026,reserved_f037,reserved_f038,reserved_f051,result_or_latest_date_raw,sale_shares_final_raw,sale_shares_initial_raw
2583.HK,,2583.HK,西普尼,西普尼,已上市180D后,,,,,,2025-09-19 00:00:00,2025-09-19 00:00:00,2025-09-25 00:00:00,2025-09-26 00:00:00,2025-09-29 00:00:00,2025-09-30 00:00:00,2025-09-30 00:00:00,主板,非必需性消费,非日常生活消费品,27.0,29.6,29.6,1.0,100.0,,2989850000.0,268570000.0,,2505.9,3.9,0.01,,,,0.0,,0.0,,,,,,,,"约40.28%将用于进一步提升公司的产能,以巩固公司在足金贵金属手表及镶足金的镶贵金属手表市场的地位,并把握智能手表及饰品市场的增长机遇；约17.11%将用于透过于新莆田生产基地建立莆田研发中心加强研发能力以推动业务持续增长；约33.24%将用于扩大及优化公司的销售网络、加强公司的品牌建设及提升公司的品牌影响力及知名度；约9.37%将用作营运资金或一般企业用途。",散户极热/易拥挤；一手中签极低,可小额/选择性参与；二级等首日浮筹释放,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,156291.0,4610.0,0.0,160901.0,5380.3769,4167.4,0.0,9547.7769,32.0,4.0,0.0,36.0,6115.0,14300.0,0.0,20415.0,,10600000.0,10600000.0,10600000.0,10600000.0,313760000.0,0.0000,313760000.0,是,9540000.0,9540000.0,3.9,否,45190000.0,2989.85,101,HKD,"发售以供认购,发售以供配售",1.0,,,,,1.0000000000,CNY,,,1060000.0,1060000.0,2505.9,,,,,,2025/09/29,,
9973.HK,,9973.HK,奇瑞汽车,奇瑞汽车,已上市180D后,,,,,,2025-09-17 00:00:00,2025-09-17 00:00:00,2025-09-22 00:00:00,2025-09-23 00:00:00,2025-09-24 00:00:00,2025-09-25 00:00:00,2025-09-25 00:00:00,主板,汽车零件与设备；非必需性消费,非日常生活消费品,27.75,30.75,30.75,1.0,100.0,,3106000000.0,10128600000.0,43.893268912596,308.18,11.61,0.0067,,"JSC International Investment Fund SPC (代表ShanRui SP)；HHLR Advisors, Ltd.；上海景林资产管理有限公司及CICC Financial Trading Limited；黄山建投(香港)国际投资有限公司；晶汇瑞盈(香港)有限公司；Horizon Together Holding Ltd；大家人寿保险股份有限公司；Martis Fund, L.P.；国轩高科(香港)有限公司；星宇车灯(香港)有限公司；合肥建汇战新基石投资有限公司；中邮理财有限责任公司；景林资产管理香港有限公司",13,4572478875.0,,0.4998,6.0,2026-03-25 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,"所得款项净额约35.0%将于未来一至三年用于研发不同车型和版本的乘用车,以进一步扩大公司的产品组合；所得款项净额约25.0%将用于未来一至三年下一代汽车及先进技术的研发以提高公司的核心技术能力；所得款项净额约20.0%将用于未来一至四年拓展海外市场及执行公司的全球化策略；所得款项净额约10.0%将用于未来一至四年提升公司位于安徽芜湖的生产设施；所得款项净额约10.0%将用于营运资金及一般企业用途。",公开认购强；一手中签极低；基石支持；产业方；长线基金；主权/国资；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,194695.0,13233.0,0.0,207928.0,55515.296,13233.0,0.0,68748.296,49.0,953.0,0.0,1002.0,5995.0,442698.0,0.0,448693.0,148698500,338772900.0,297397000.0,297397000.0,342006500.0,9144957750.0,1272308925.0000,10417266675.0,是,267657300.0,267657300.0,11.61,否,288666675.0,3106.0,103,HKD,"发售以供认购,发售以供配售",0.67,,,41375900,44609500,1.0000000000,CNY,,,29739700.0,29739700.0,308.18,,,,,,2025/10/22,,
6090.HK,,6090.HK,不同集团,不同集团,已上市180D后,,,,,,2025-09-15 00:00:00,2025-09-15 00:00:00,2025-09-18 00:00:00,2025-09-19 00:00:00,2025-09-22 00:00:00,2025-09-23 00:00:00,2025-09-23 00:00:00,主板,休闲用品；非必需性消费,非日常生活消费品,62.01,71.2,71.2,1.0,100.0,,7191800000.0,718260000.0,14.960284461242,3317.47,7.37,0.01,,Cithara Global Multi-Strategy SPC – Bosideng Industry Investment Fund SP；Great Praise Investment SPC–Selected AI Fund SP；上海通怡投资管理有限公司及华泰资本投资有限公司,3,116965500.0,,0.1497,6.0,2026-03-23 00:00:00,长线基金；上市公司关联,,,,,"所得款项净额的约25.7%将用于提升公司的生产能力；所得款项净额的约16.6%将用于扩大公司于北美、欧洲及东南亚等海外市场的影响力；所得款项净额的约34.1%将用于公司的品牌活动及公司销售网络的扩大；所得款项净额的约13.6%将用于研发新品,目标是扩大公司产品组合的广度及深度；所得款项净额的约10%将用作营运资金和一般企业用途。",散户极热/易拥挤；一手中签极低；基石支持；长线基金；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,141789.0,12611.0,0.0,154400.0,5292.9747,5086.5,0.0,10379.4747,29.0,11.0,0.0,40.0,3415.0,29690.0,0.0,33105.0,1642500,10980900.0,10980900.0,10980900.0,12628000.0,781840080.0,0.0000,781840080.0,是,9882800.0,9882800.0,7.37,否,63580080.0,7191.8,104,HKD,"发售以供认购,发售以供配售",1.0,,,0,1647100,0.0001000000,USD,,,1098100.0,1098100.0,3317.47,,,,,,2025/09/22,,
2595.HK,,2595.HK,劲方医药-B,劲方医药-B,已上市180D后,,,,,,2025-09-11 00:00:00,2025-09-11 00:00:00,2025-09-16 00:00:00,2025-09-11 00:00:00,2025-09-18 00:00:00,2025-09-19 00:00:00,2025-09-19 00:00:00,主板,制药；医疗保健业,医疗保健,20.39,20.39,20.39,,200.0,,4119130000.0,1930555016.0,37.257517540634,2662.79,39.05,0.0008,,"TruMed Health Innovation Fund LP；中信证券国际资本管理有限公司；UBS Asset Management (Singapore) Ltd；Vivo Opportunity Fund Holdings, L.P.；汇添富资产管理(香港)有限公司；富国基金管理有限公司；RTW Master Fund, Ltd；RTW Innovation Master Fund, Ltd；OrbiMed Genesis Master Fund, L.P；OrbiMed Partners Master Fund Limited；LBC HK Opportunity Fund Limited；Lake Bleu Prime Healthcare Master Fund Limited；The Biotech Growth Trust PLC；Lake Bleu Innovation Healthcare Master Fund Limited；汇添富基金管理股份有限公司；富国资产管理(香港)有限公司；TruMed Healthcare Master Fund；Vivo Opportunity Cayman Fund, L.P；RTW Biotech Opportunities Ltd",19,779630000.0060002,,0.42850000000000005,6.0,2026-03-19 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,所得款项净额的约71.0%将用作公司的核心产品GFH925及GFH375的进一步开发资金；所得款项净额的约19.0%将用作为公司的其他候选产品(如GFH312、GFS202A、GFH276、GFS784及其他临床前候选药物)的开发提供资金；所得款项净额的约10%将用作公司的营运资金及其他一般企业用途。,散户极热/易拥挤；一手中签极低；基石支持；产业方；长线基金；主权/国资；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,235959.0,21917.0,0.0,257876.0,18867.2904,11962.9,0.0,30830.1904,29.0,24.0,0.0,53.0,4765.0,95650.0,0.0,100415.0,38234000,102626000.0,89240000.0,77600000.0,90986000.0,1819603600.0,272940540.0000,2092544140.0,是,81480000.0,69840000.0,39.05,否,161989124.0,4119.13,105,HKD,"发售以供认购,发售以供配售",0.08,,,13386000,13386000,0.1000000000,CNY,,,7760000.0,7760000.0,2662.79,,,,,,2025/10/16,,
2656.HK,,2656.HK,健康160,健康160,已上市180D后,,,,,,2025-09-09 00:00:00,2025-09-09 00:00:00,2025-09-12 00:00:00,2025-09-15 00:00:00,2025-09-16 00:00:00,2025-09-17 00:00:00,2025-09-17 00:00:00,主板,医疗保健业,医疗保健,11.89,14.86,11.89,0.0,250.0,,3752470000.0,316100000.0,,751.77,1.92,0.08,,,,0.0,,0.0,,,,,,,,约40.0%将用于进一步扩大医疗资源覆盖面。约30.0%将用于加强公司的研发能力。约10.0%将用于丰富产品及服务种类并探索增值服务。约10.0%将用于有选择地进行战略合作及收购。约10.0%将用作营运资金及一般企业用途。,公开认购强；一手中签偏低,一级可重点参与；若首日高开过多，二级等回踩确认,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,67433.0,2117.0,0.0,69550.0,6755.5504,2117.0,0.0,8872.5504,33.0,25.0,0.0,58.0,6595.0,24729.0,0.0,31324.0,,33645500.0,33645500.0,33645500.0,38692250.0,400044995.0,0.0000,400044995.0,是,30280750.0,30280750.0,1.92,否,83944995.0,3752.47,106,HKD,"发售以供认购,发售以供配售",8.0,,,0,5046750,0.0000020000,USD,,,3364750.0,3364750.0,751.77,,,,,,2025/09/16,,
2525.HK,,2525.HK,禾赛-W,禾赛-W,已上市180D后,,,,,,2025-09-08 00:00:00,2025-09-08 00:00:00,2025-09-11 00:00:00,2025-09-12 00:00:00,2025-09-15 00:00:00,2025-09-16 00:00:00,2025-09-16 00:00:00,主板,电子设备和仪器；资讯科技业,信息技术,,228.0,212.8,,20.0,,4605990000.0,4611150000.0,24.114411480441,168.65,14.09,0.3,,"HHLR Advisors, Ltd.；WT Asset Management；泰康人寿保险有限责任公司；宏达集团(香港)有限公司；Commando Global Fund；Grab Inc.",6,1153700001.0,,0.2773,6.0,2026-03-16 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,"所得款项净额约50%预计将分配用作研发投资。所得款项净额约35%预计将分配用作投资公司的生产能力,以确保持续交付高性能、高可靠性的产品,满足客户不断变化的需求。所得款项净额约5%预计将分配用作业务发展,以加速公司的业务扩张。所得款项净额约10%预计将分配用作营运资金及一般企业用途,以支持公司的业务运营及增长。",公开认购强；基石支持；产业方；长线基金；主权/国资；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.8888888888888888,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,91221.0,2171.0,0.0,93392.0,45078.0656,2171.0,0.0,47249.0656,28.0,1002.0,0.0,1030.0,4015.0,203500.0,0.0,207515.0,5421240,22482500.0,19550000.0,17000000.0,19932500.0,4160240000.0,624036000.0000,4784276000.0,是,17595000.0,15300000.0,14.09,否,173126000.0,4605.99,107,HKD,"发售以供认购,发售以供配售",30.0,,,2932500,2932500,0.0001000000,USD,,,1955000.0,1700000.0,168.65,,,,,,2025/09/16,,
2543.HK,,2543.HK,大行科工,大行科工,已上市180D后,,,,,,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-04 00:00:00,2025-09-01 00:00:00,2025-09-08 00:00:00,2025-09-09 00:00:00,2025-09-09 00:00:00,主板,休闲用品；非必需性消费,非日常生活消费品,49.5,49.5,49.5,,100.0,,4999920000.0,395000000.0,22.276207193045,7558.4,21.65,0.0002,,安联环球投资亚太有限公司；Harvest International Premium Value (Secondary Market) Fund SPC；维科(香港)有限公司；Mega Prime Development Limited,4,99692598.67,,0.2542,6.0,2026-03-09 00:00:00,产业方；长线基金,,,,,"预期约30.0%将用于生产系统现代化及扩大运营规模,以提升公司的制造能力;预期约30.0%将用于强化经销网络及策略性品牌发展,以巩固公司的市场地位及加快全球扩张;预期约30.0%将用于加强研发能力,以提升公司的技术;预期约10.0%将用作公司的营运资金及其他一般企业用途。",散户极热/易拥挤；一手中签极低；基石支持；产业方；长线基金,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,206523.0,17386.0,0.0,223909.0,3834.8832,4068.81,0.0,7903.6932,32.0,9.0,0.0,41.0,7015.0,20960.0,0.0,27975.0,2013800,9041000.0,7920000.0,7920000.0,9100000.0,392040000.0,55489500.0000,447529500.0,是,7128000.0,7128000.0,21.65,否,52529500.0,4999.92,108,HKD,"发售以供认购,发售以供配售",0.02,,,1121000,1180000,1.0000000000,CNY,,,792000.0,792000.0,7558.4,,,,,,2025/10/05,,
2580.HK,,2580.HK,奥克斯电气,奥克斯电气,已上市180D后,,,,,,2025-08-25 00:00:00,2025-08-25 00:00:00,2025-08-28 00:00:00,2025-08-29 00:00:00,2025-09-01 00:00:00,2025-09-02 00:00:00,2025-09-02 00:00:00,主板,家用电器；非必需性消费,非日常生活消费品,16.0,17.42,17.42,1.0,200.0,,3519140000.0,3993500000.0,23.473189520272,557.2,8.3,0.1,,中邮人寿保险股份有限公司；华菱集团(香港)国际贸易有限公司；西藏源乐晟及CICC Financial Trading Limited；中邮理财有限责任公司；深圳永信及国泰君安证券投资(香港)有限公司,5,974150788.0,,0.2347,6.0,2026-03-02 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,约20%的所得款项净额预期将用于公司的全球研发。约50%的所得款项净额预期将用于升级公司的智能制造体系及供应链管理。约20%的所得款项净额预期将用于加强公司的销售及经销渠道。约10%的所得款项净额预期将用于营运资金及一般公司用途。,公开认购强；一手中签偏低；基石支持；产业方；长线基金；主权/国资；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,147381.0,6152.0,0.0,153533.0,71781.8104,6152.0,0.0,77933.8104,85.0,951.0,0.0,1036.0,4015.0,96895.0,0.0,100910.0,55921400,238235200.0,238235200.0,207161200.0,238235200.0,4150057184.0,0.0000,4150057184.0,是,154852800.0,196803000.0,8.3,否,156557184.0,3519.14,109,HKD,"发售以供认购,发售以供配售",10.0,,,0,31074000,0.0000050000,USD,,,83382400.0,10358200.0,557.2,,,,,,2025/09/28,,
3858.HK,,3858.HK,佳鑫国际资源,佳鑫国际资源,已上市180D后,,,,,,2025-08-20 00:00:00,2025-08-20 00:00:00,2025-08-25 00:00:00,2025-08-20 00:00:00,2025-08-27 00:00:00,2025-08-28 00:00:00,2025-08-28 00:00:00,主板,贵重金属与矿石；原材料业,原材料,10.92,10.92,10.92,,400.0,,4412060000.0,1261300000.0,43.479096397215,2041.62,21.11,0.01,,中国信达(香港)资产管理有限公司；新加坡鲁银贸易有限公司；广发基金管理有限公司；广发国际资产管理有限公司；Zhengxin Group Investment Limited；富国基金管理有限公司；富国资产管理(香港)有限公司,7,599567000.0,,0.5,6.0,2026-02-28 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,约55.0%将用作拨付巴库塔钨矿项目开发的资本成本;约10.0%将用作发展公司的仲钨酸铵(APT)生产能力;约25.0%将用作偿还公司部分以欧元计值的银行贷款的本金总额及应计利息;约10.0%将分配作营运资金及其他一般公司用途。,散户极热/易拥挤；一手中签极低；基石占比高；产业方；长线基金；主权/国资；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,149942.0,14504.0,0.0,164446.0,13729.6618,11238.35,0.0,24968.0118,29.0,21.0,0.0,50.0,3865.0,89976.0,0.0,93841.0,54904400,126280000.0,109808800.0,109808800.0,126280000.0,1199112096.0,179865504.0000,1378977600.0,是,98827600.0,98827600.0,21.11,否,117677600.0,4412.06,110,HKD,"发售以供认购,发售以供配售",1.0,,,16471200,16471200,,,,,10981200.0,10981200.0,2041.62,,,,,,2025/08/28,,
6960.HK,,6960.HK,双登股份,双登股份,已上市180D后,,,,,,2025-08-18 00:00:00,2025-08-18 00:00:00,2025-08-21 00:00:00,2025-08-18 00:00:00,2025-08-25 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,主板,电子元件；工业,信息技术,14.51,14.51,14.51,,500.0,,7328170000.0,877840000.0,24.433290516108,3876.25,18.75,0.0006,,三水创业投资有限公司,1,238740285.0,,0.281,12.0,2026-08-26 00:00:00,主权/国资,,,,,"所得款项净额约40.0%将用作于东南亚兴建一个锂离子电池生产设施,所得款项净额约35.0%,拟用于资助于泰州建立一个研发中心,所得款项净额约15.0%拟用作加强公司的海外销售及营销,所得款项净额约10.0%拟用作拨付营运资金及其他一般企业用途。",散户极热/易拥挤；一手中签极低；基石支持；主权/国资,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,197912.0,20078.0,0.0,217990.0,6071.8302,6814.56,0.0,12886.3902,30.0,10.0,0.0,40.0,2455.0,22656.0,0.0,25111.0,16453500,67340500.0,58557000.0,58557000.0,67340500.0,849662070.0,127448585.0000,977110655.0,是,52701000.0,52701000.0,18.75,否,99270655.0,7328.17,111,HKD,"发售以供认购,发售以供配售",0.06,,,8783500,8783500,1.0000000000,CNY,,,5856000.0,5856000.0,3876.25,,,,,,2025/09/21,,
2631.HK,,2631.HK,天岳先进,天岳先进,已上市180D后,,,,,,2025-08-11 00:00:00,2025-08-11 00:00:00,2025-08-15 00:00:00,2025-08-17 00:00:00,2025-08-19 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,主板,半导体产品；资讯科技业,信息技术,,42.8,42.8,,100.0,,4323170000.0,2237700000.0,31.499033421119,2809.19,9.04,0.3,,国能环保投资集团有限公司；未来资产证券(香港)有限公司；山金资产管理(香港)有限公司；和而泰智能控制国际有限公司；兰坤,5,740240200.0,,0.3622000000000001,6.0,2026-02-20 00:00:00,产业方；长线基金；主权/国资,,,,,"约70%预计将用于扩张公司8英寸及更大尺寸碳化硅衬底的产能。约20%将用于加强研发能力,保持公司在创新方面的领先地位。约10%预计将用于营运资金及其他一般企业用途,以支持公司的日常运营及未来业务发展。",散户极热/易拥挤；基石支持；产业方；长线基金；主权/国资,可小额/选择性参与；二级等首日浮筹释放,0.8888888888888888,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,204270.0,11249.0,0.0,215519.0,79523.7603,11249.0,0.0,90772.7603,31.0,83.0,0.0,114.0,6115.0,49936.0,0.0,56051.0,17295200,54907500.0,47745700.0,47745700.0,54907500.0,2043515960.0,306525040.0000,2350041000.0,是,31034700.0,45358400.0,9.04,否,112341000.0,4323.17,112,HKD,"发售以供认购,发售以供配售",30.0,,,7161800,7161800,1.0000000000,CNY,,,16711000.0,2387300.0,2809.19,,,,,,2025/09/14,,
2591.HK,,2591.HK,银诺医药-B,银诺医药-B,已上市180D后,,,,,,2025-08-07 00:00:00,2025-08-07 00:00:00,2025-08-12 00:00:00,2025-08-07 00:00:00,2025-08-14 00:00:00,2025-08-15 00:00:00,2025-08-15 00:00:00,主板,制药；医疗保健业,医疗保健,18.68,18.68,18.68,,200.0,,3773680000.0,634700000.0,11.466251661186,5341.66,10.67,0.005,,骏升环球有限公司；Ginkgo Capital Global Fund SPC-XtalPi AI Fund SP；迈富时管理有限公司；邓海峰；黎慧凤,5,78300000.0,,0.11499999999999999,9.0,2026-05-15 00:00:00,长线基金；上市公司关联,,,,,约90.0%将用于正在进行及计划中的临床试验以及核心产品依苏帕格鲁肽α的计划商业化上市，约10.0%将用于营运资金及一般公司用途。,散户极热/易拥挤；一手中签极低；基石支持；长线基金；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,233412.0,22660.0,0.0,256072.0,8894.0984,9402.9738,0.0,18297.0722,28.0,12.0,0.0,40.0,4015.0,56139.0,0.0,60154.0,4201000,36556400.0,36556400.0,36556400.0,42039800.0,682873552.0,0.0000,682873552.0,是,32900600.0,32900600.0,10.67,否,48173552.0,3773.68,113,HKD,"发售以供认购,发售以供配售",0.5,,,0,5483400,1.0000000000,CNY,,,3655800.0,3655800.0,5341.66,,,,,,2025/08/14,,
2627.HK,,2627.HK,中慧生物-B,中慧生物-B,已上市180D后,,,,,,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-08-06 00:00:00,2025-08-07 00:00:00,2025-08-08 00:00:00,2025-08-11 00:00:00,2025-08-11 00:00:00,主板,制药；医疗保健业,医疗保健,12.9,15.5,12.9,0.0,200.0,,3131260000.0,382700000.0,23.651400940276,4007.64,0.99,0.01,,嘉兴鑫扬及华泰资本投资,1,102034400.0,,0.23420000000000002,6.0,2026-02-11 00:00:00,产业方；长线基金；上市公司关联,,,,,约63.6%将分配至公司的核心产品的开发及国内外注册;约18.1%将用于公司的其他在研疫苗的开发和注册;约8.4%将分配至提升公司的生产及商业化能力;约4.9%将分配至公司的技术平台(包括公司的基因工程及蛋白质表达与纯化平台、mRNA疫苗研究平台及佐剂开发与生产平台、大规模扩增平台、多糖结合技术平台及微生物与免疫学研究平台)的开发、升级及运营;约5.0%将分配至营运资金及其他一般公司用途。,散户极热/易拥挤；一手中签极低；基石支持；产业方；长线基金；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,180161.0,11718.0,0.0,191879.0,10118.3558,8926.85,0.0,19045.2058,29.0,10.0,0.0,39.0,5515.0,45861.0,0.0,51376.0,7830600,33442600.0,33442600.0,33442600.0,33442600.0,431409540.0,0.0000,431409540.0,是,29446600.0,30098200.0,0.99,否,48709540.0,3131.26,114,HKD,"发售以供认购,发售以供配售",1.0,,,,,1.0000000000,CNY,,,3996000.0,3344400.0,4007.64,,,,,,2025/08/08,,
6887.HK,,6887.HK,东阳光药,东阳光药,已上市180D后,,,,,,2025-06-29 00:00:00,,,,,,2025-08-07 00:00:00,主板,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,待补关键发行结构,等配发结果；暂不定一级仓位,0.3333333333333333,等配发结果；补最终发行价/认购倍数/中签率,港股IPO首发信息一览.csv,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,是,,,,否,,,119,,介绍,,,,,,1.0000000000,CNY,,,,,,,,,,,2025/08/06,,
9887.HK,,9887.HK,维立志博-B,维立志博-B,已上市180D后,,,,,,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-22 00:00:00,2025-07-23 00:00:00,2025-07-24 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,主板,生物科技；医疗保健业,医疗保健,31.6,35.0,35.0,1.0,100.0,,3535300000.0,1363100000.0,36.504788998951,3494.78,40.78,0.0027,,"TruMed Health Innovation Fund LP；上海高毅及华泰资本投资有限公司；Huang River Investment Limited；OrbiMed Genesis Master Fund, L.P.；易方达基金管理有限公司；Loyal Valley Capital Advantage Fund III LP；Golden Valley Value Select Master Fund；Golden Valley Global Limited；Sage Partners Master Fund；The Biotech Growth Trust PLC；Foresight Global Superior Choice SPC－Vision Fund 1 SP；Perseverance Asset Management International (Singapore) Pte. Ltd.；Foresight Global Superior Choice SPC－Global Superior Choice Fund 1 SP；Splendid Biotech Fund L.P.；Hankang Biotech Fund III, L.P.；易方达资产管理(香港)有限公司；TruMed Healthcare Master Fund",17,541626300.0,,0.4197,6.0,2026-01-25 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,"约65.0%将用于公司临床阶段候选药物正在进行及计划进行的临床开发及监管事务;约15.0%将用于推进公司的临床前资产、扩展公司的现有管线及优化公司的技术平台;约10.0%将主要用于提升公司的生产能力,其次用于候选药物获批销售后的商业化;及约10.0%将用于营运资金及一般企业用途。",散户极热/易拥挤；一手中签极低；基石支持；产业方；长线基金；主权/国资；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,303298.0,20408.0,0.0,323706.0,52924.8297,20408.0,0.0,73332.8297,35.0,74.0,0.0,109.0,6115.0,85027.0,0.0,91142.0,15474500,42391800.0,36862500.0,32054400.0,36862500.0,1290187500.0,193525500.0000,1483713000.0,是,20835300.0,28848900.0,40.78,否,120613000.0,3535.3,115,HKD,"发售以供认购,发售以供配售",0.27,,,5529300,4808100,1.0000000000,CNY,,,16027200.0,3205500.0,3494.78,,,,,,2025/08/07,,
