p05309_f001,p05309_f002,p05309_f003,p05309_f016,p05309_f004,p05309_f017,p05309_f005,p05309_f018,p05309_f006,p05309_f019,p05309_f009,p05309_f008,p05309_f011,p05309_f014,p05309_f010,p05309_f015,p05309_f012,p05309_f013
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,中化香港(集团)有限公司,"中化香港(集团)有限公司(‘中化香港’)于1989年在香港注册成立,最终控股母公司为中国中化控股有限责任公司(‘中国中化’),而中国中化则受中华人民共和国国务院国有资产监督管理委员会监管。作为中国中化的全资海外投资控股平台,中化香港主要从事离岸融资、股权投资、全球现金集中管理及资产管理。",中华人民共和国国务院国有资产监督管理委员会,,12997400,506901391.1000,HKD,4.7400,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,香港豫农国际有限公司,"香港豫农国际有限公司(‘香港豫农国际’)为一家于香港注册成立的有限责任公司,主要从事投资控股。",河南省人民政府国有资产监督管理委员会,,9998000,389924147.0000,HKD,3.6500,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,Wii Pte. Ltd.,"Wii Pte. Ltd. 为丰益国际有限公司(于新加坡交易所上市及买卖,股份代号F34.SI)(‘丰益’)的全资子公司,亦为丰益的金融财资中心。",丰益国际有限公司,"丰益成立于1991年,总部位于新加坡,现为亚洲领先的农业企业集团。丰益在新加坡交易所位列市值最大的上市公司之一。丰益的战略核心是以综合农业企业模式为基础,涵盖农业商品业务的整个价值链,从来源到加工、品牌推广、商品推广及分销各种可食用食品和工业产品。集团的业务包括油棕榈种植、油籽压榨、精炼食用油、面粉及米粉研磨、制糖及精炼、生产消费品、即食食品、中央厨房产品、特种脂肪、油脂化学品、生物柴油和化肥以及美食园区的运营。其拥有超过1,000间制造厂房,并于中国、印度、印尼及其他50多个国家及地区建立庞大的分销网络。凭藉其业务模式的规模、整合及物流优势,丰益能够在价值链的每一环节获取利润,从而实现运营协同效应及成本效益。",9998000,389924147.0000,HKD,3.6500,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,Perseverance Asset Management International (Singapore) Pte. Ltd.,"Perseverance Asset Management International (Singapore) Pte. Ltd.为一家于2018年10月在新加坡注册成立的私人有限公司,并持有新加坡金融管理局颁发的资本市场服务许可证以进行基金管理。",Perseverance Asset Management International,"Perseverance Asset Management International主要从事投资管理及投资顾问服务,并为独立第三方。",6518700,254229300.0000,HKD,2.3800,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,大家人寿保险股份有限公司,"大家人寿成立于2010年6月,总部设于北京,注册资本为人民币307.9亿元,主要从事人寿保险、健康保险、意外伤害保险等各类人身保险业务、上述业务的再保险业务以及经国家金融监督管理总局批准的其他业务。大家人寿目前已开业的省级分公司共计19家。",中华人民共和国财政部,,5998800,233954488.2000,HKD,2.1900,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,美的发展控股(BVI)有限公司,"美的发展控股(BVI)有限公司(‘美的发展控股BVI’)为于英属维尔京群岛注册成立的私人公司,由独立第三方卢德燕女士最终控制。该公司的主要营业地点为香港,其经营范围为投资控股,通过业务运营以达至资本增值。",卢德燕,,5998800,233954488.2000,HKD,2.1900,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,加皇环球资产管理(亚洲)有限公司,"加皇环球资产管理(亚洲)有限公司是加皇环球资产管理(‘RBCGAM’)的成员公司,而加皇环球资产管理为加拿大皇家银行的资产管理部门。",加皇环球资产管理,,5998800,233954488.2000,HKD,2.1900,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,中国平安人寿保险股份有限公司,"中国平安人寿保险股份有限公司于2002年成立,并为平安集团的主要子公司。平安人寿保险为中国领先的人寿保险公司之一,提供人寿、健康及意外保险产品。其透过多种销售渠道为客户提供服务,包括个人保险代理、银保合作及电话营销。",中国平安保险(集团)股份有限公司,,5998800,233954488.2000,HKD,2.1900,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,上海高毅资产管理合伙企业(有限合伙)及华泰资本投资有限公司,"华泰资本投资有限公司(‘华泰资本投资’)将作为背对背总回报掉期交易(‘华泰背对背总回报掉期’)的唯一交易对手方,该交易由华泰资本投资与华泰证券股份有限公司(‘华泰证券’)(股份代号6886.HK)就最终客户(‘最终客户(高毅)’)全额出资的总回报掉期交易(‘华泰客户总回报掉期’)而订立",上海高毅资产管理合伙企业(有限合伙),"上海高毅资产管理合伙企业(有限合伙)为于中国成立的有限合伙企业,从事资产管理及投资管理,主要专注于二级市场投资。",5478900,213678432.5560,HKD,2.0000,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,UBS Asset Management (Singapore) Ltd.,UBS Asset Management (Singapore) Ltd.为一家于1993年12月在新加坡注册成立的公司。,UBS Group AG,"UBS Group AG为一家根据瑞士法律成立的公司,其已向投资者发行普通股份。",3999200,155969658.8000,HKD,1.4600,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,HPRY Holdings Limited,HPRY Holdings Limited（‘HPRY’）为一家由Kuok Khoon Hong先生全资拥有的投资工具。,Kuok Khoon Hong,"Kuok Khoon Hong先生为丰益董事会的主席兼首席执行官,并为丰益的主要股东。",3999200,155969658.8000,HKD,1.4600,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,Millennium Capital Management (Singapore) Pte. Ltd.,Millennium Capital Management (Singapore) Pte. Ltd.为Integrated Core Strategies (Asia) Pte.Ltd.(‘MillenniumICSA’)(基石投资者)的主要投资经理。,Integrated Core Strategies (Asia) Pte. Ltd.,,1999600,77984829.4000,HKD,0.7300,6,2026/08/06,禽畜肉类,包装食品与肉类
2714.HK,牧原股份,2026/02/06,2026/01/29,2026/02/05,是,Jane Street Asia Trading Limited,"Jane Street Asia Trading Limited为一家于香港成立的私人股份有限公司,从事证券投资及买卖活动。","Jane Street Group, LLC","Jane Street Group, LLC为一家于特拉华州注册成立的有限责任公司。",1999600,77984829.4000,HKD,0.7300,6,2026/08/06,禽畜肉类,包装食品与肉类
3200.HK,大族数控,2026/02/06,2026/01/29,2026/02/05,是,GIC Private Limited,"GIC Private Limited是一家领先的全球投资公司,成立于1981年,旨在保障新加坡的财政未来。作为新加坡外汇储备的管理者,其秉承长期、严格的投资方式。其资产配置策略涵盖三大资产类别—股票、固定收益和实物资产。其中包括对发达市场和新兴市场股票、名义债券和通胀挂钩债券、私募股权、房地产、另类投资和基础设施的投资。其长期方法、跨资产类别能力和全球连通性使其成为备受青睐的投资者。其寻求为其投资增添实质价值。总部位于新加坡,该公司在全球11个主要金融城市拥有逾2,300名人才,投资遍布超过40个国家。",,,7326300,701865000.0000,HKD,14.5200,6,2026/08/06,工业零件及器材,电子元件
3200.HK,大族数控,2026/02/06,2026/01/29,2026/02/05,是,Schroder Investment Management(Singapore) Ltd及Schroder Investment Management (Hong Kong) Limited,Schroders plc的普通股于伦敦证券交易所上市(LON:SDR)。,,,6105200,584887500.0000,HKD,12.1000,6,2026/08/06,工业零件及器材,电子元件
3200.HK,大族数控,2026/02/06,2026/01/29,2026/02/05,是,宏兴国际科技有限公司,"宏兴国际为一家根据香港法例成立的有限公司,由胜宏科技(惠州)股份有限公司全资拥有。",胜宏科技(惠州)股份有限公司,"该公司根据中国法律成立,其A股于深圳证券交易所上市(股票代码300476)。",4884200,467910000.0000,HKD,9.6800,6,2026/08/06,工业零件及器材,电子元件
3200.HK,大族数控,2026/02/06,2026/01/29,2026/02/05,是,"HHLR Advisors, Ltd.","于开曼群岛注册成立的获豁免公司HHLR Advisors, Ltd.(‘HHLRA’)将以其作为投资经理的身份及代表投资基金(统称‘HHLRA基金’,为根据开曼群岛法律成立的有限合伙企业),根据基石投资协议认购相关数目的发售股份。HHLRA与开创性企业合作,旨在与工业、消费、医疗保健及商业服务领域的思维型公司建立联盟。HHLRA为全球机构管理资本,包括非牟利基金会、捐赠基金及退休基金。",,,2035000,194962500.0000,HKD,4.0300,6,2026/08/06,工业零件及器材,电子元件
3200.HK,大族数控,2026/02/06,2026/01/29,2026/02/05,是,西藏源乐晟资产管理有限公司及CICC Financial Trading Limited,"CICC Financial Trading Limited及中国国际金融股份有限公司将与彼此及最终客户(‘CICCFT最终客户(西藏源乐晟)’)订立一系列跨境delta-one场外掉期交易(统称‘西藏源乐晟场外掉期’),据此,CICCFT将按非全权委托基准持有发售股份以对冲西藏源乐晟场外掉期,而相关发售股份的经济风险及回报则转移至CICCFT最终客户(西藏源乐晟),惟须缴付惯常费用及佣金。西藏源乐晟场外掉期将由CICCFT最终客户(西藏源乐晟)全额出资。于西藏源乐晟场外掉期期间,CICCFT认购的发售股份的所有经济回报将转移至CICCFT最终客户(西藏源乐晟),而所有经济损失将由CICCFT最终客户(西藏源乐晟)透过西藏源乐晟场外掉期承担,而CICCFT将不会参与任何有关发售股份的经济回报或承担任何经济损失。西藏源乐晟场外掉期与发售股份挂钩,CICCFT最终客户(西藏源乐晟)可于CICCFT与本公司订立的基石协议日期起至上市日期起计六个月当日止的禁售期届满后,酌情要求提早终止西藏源乐晟场外掉期,届时CICCFT可根据西藏源乐晟场外掉期的条款及条件出售发售股份及以现金结算西藏源乐晟场外掉期。尽管CICCFT将自行持有发售股份的法定所有权,但根据其内部政策,其将不会于西藏源乐晟场外掉期期间行使相关发售股份附带的投票权。经CICCFT作出一切合理查询后所深知,各CICCFT最终客户(西藏源乐晟)均为CICCFT、中国国际金融香港证券有限公司(‘中金香港证券’)及中金香港证券同一集团成员公司的独立第三方。",,,814000,77985000.0000,HKD,1.6100,6,2026/08/06,工业零件及器材,电子元件
3200.HK,大族数控,2026/02/06,2026/01/29,2026/02/05,是,工银理财有限责任公司,"工银理财有限责任公司(‘工银理财’)于2019年5月在北京成立,注册资本为人民币160亿元。其为中国工商银行股份有限公司(一家于上海证券交易所(证券代码601398)及联交所(股份代号1398)上市的公司)的全资子公司。工银理财的业务范围为面向不特定社会公众公开发行理财产品,为投资者投资管理受托资产;向合资格投资者非公开发行理财产品,为投资者投资管理受托资产;理财顾问及咨询服务;以及经国务院银行业监督管理机构批准的其他业务。",中国工商银行股份有限公司,一家于上海证券交易所(证券代码601398)及联交所(股份代号1398)上市的公司。,814000,77985000.0000,HKD,1.6100,6,2026/08/06,工业零件及器材,电子元件
3200.HK,大族数控,2026/02/06,2026/01/29,2026/02/05,是,Wind Sabre Opportunities Fund SP,"Wind Sabre为于开曼群岛成立的基金,代表其独立第三方客户全权持有证券。",Wind Sabre Capital Limited,"Wind Sabre Capital Limited为一家于香港注册成立的公司,并获证监会发牌可在香港进行证券及期货条例项下第9类(资产管理)受规管活动。",814000,77985000.0000,HKD,1.6100,6,2026/08/06,工业零件及器材,电子元件
3200.HK,大族数控,2026/02/06,2026/01/29,2026/02/05,是,Morgan Stanley &Co. International plc,"将根据基石投资协议以自身名义参与认购并持有相关数量的发行股份。MSIP是一家在英国注册成立的公司,其最终母公司和控股实体是摩根士丹利。",摩根士丹利,"摩根士丹利是一家全球金融服务公司,为一家经美国联邦储备局批准的金融控股公司,并受其监管。摩根士丹利集团在金融服务行业内运营,并受到广泛的监督和监管。",814000,77985000.0000,HKD,1.6100,6,2026/08/06,工业零件及器材,电子元件
